EmployeeID,Age,Gender,Department,City,ExperienceYears,AnnualSalary,PerformanceScore,WeeklyHours,ProjectsCompleted,SatisfactionScore,CommuteKm,BMI,MonthlySalesK,DiscountPercent,JoinDate
757,30,Male,HR,Hyderabad,10,880952,81,45.2,4,7.2,1.0,25.9,243.86,5,2024-07-22
758,21,Female,IT,Jaipur,1,1679245,75,45.0,6,8.7,14.4,21.9,333.97,15,2024-11-28
759,37,Female,Sales,Hyderabad,15,682453,74,48.7,3,6.4,5.6,17.5,292.87,5,2020-10-29
760,27,Male,Marketing,Bengaluru,8,1377052,87,30.8,6,5.2,16.9,23.0,74.3,15,2023-04-21
761,23,Male,Operations,Jaipur,3,664538,62,47.9,3,5.8,12.7,25.6,262.09,10,2020-01-09
762,30,Male,Sales,Pune,10,350977,74,50.7,4,5.5,36.6,26.9,348.31,10,2024-04-23
763,30,Female,Sales,Hyderabad,11,1541009,73,43.8,1,8.0,1.0,29.7,134.63,5,2025-04-22
764,29,Male,Sales,Hyderabad,8,684833,75,32.6,7,8.2,9.4,23.1,158.29,5,2024-11-23
765,46,Female,Sales,Hyderabad,24,862292,91,44.4,4,7.3,1.6,20.1,190.61,0,2021-12-30
766,34,Female,Operations,Hyderabad,14,605541,65,40.3,1,6.6,56.7,22.1,225.65,10,2024-10-13
767,22,Female,Operations,Kolkata,0,1437884,85,42.8,6,10.0,3.1,29.6,959.05,15,2023-02-15
768,34,Male,Sales,Jaipur,13,775565,65,44.5,7,8.3,7.5,24.7,164.17,20,2020-10-05
769,22,Male,IT,Pune,3,589263,77,43.6,2,7.7,33.6,25.0,447.97,5,2021-07-28
770,28,Male,Operations,Jaipur,5,567367,83,40.5,6,8.9,22.9,22.2,128.29,10,2024-04-21
771,24,Female,IT,Mumbai,2,1617217,93,42.5,6,8.7,9.6,18.8,194.01,10,2025-01-30
772,26,Male,IT,Kolkata,6,1116591,72,45.8,5,7.1,26.6,24.4,134.6,5,2023-04-25
773,48,Male,Sales,Mumbai,26,427322,67,41.4,4,9.9,8.6,22.4,154.96,30,2024-02-03
774,33,Male,Sales,Kolkata,14,735463,68,44.2,7,8.0,3.4,22.7,228.02,15,2021-06-06
775,27,Male,HR,Hyderabad,4,1604630,65,39.6,2,7.0,3.1,30.8,72.47,5,2021-07-20
776,43,Female,IT,Pune,21,857907,71,38.1,5,8.0,45.4,27.2,115.72,10,2022-06-27
777,24,Male,Sales,Bengaluru,2,843727,58,29.8,5,8.4,21.5,30.4,256.71,5,2022-04-26
778,38,Male,Marketing,Pune,17,486522,80,33.6,5,7.2,23.9,27.1,95.04,15,2025-01-27
779,42,Other,HR,Delhi,22,950734,87,48.2,7,5.5,16.5,18.5,252.81,10,2021-05-31
780,37,Female,Operations,Delhi,18,585821,59,32.4,1,6.9,2.6,24.4,83.9,30,2022-05-20
781,32,Male,Sales,Chennai,13,659760,93,46.7,6,6.1,3.3,28.4,120.14,20,2020-02-03
782,31,Female,Sales,Bengaluru,9,1105073,70,35.9,5,4.7,3.0,22.6,94.03,0,2021-06-09
783,43,Female,Operations,Jaipur,20,2089454,75,43.7,4,7.0,16.5,29.9,271.83,15,2023-11-12
784,32,Male,Operations,Bengaluru,9,483158,80,45.0,1,7.0,14.3,24.5,160.77,25,2020-07-18
785,43,Female,Sales,Bengaluru,22,668833,73,41.4,1,4.9,3.1,25.9,255.65,25,2024-03-29
786,37,Male,Sales,Delhi,17,731413,69,41.4,5,7.6,17.3,23.3,105.64,0,2022-06-09
787,34,Female,IT,Chennai,13,2758494,93,44.2,4,5.0,3.9,19.9,109.57,25,2024-06-22
788,33,Female,Marketing,Jaipur,13,340472,73,51.1,3,7.3,35.8,30.7,69.82,25,2023-04-04
789,29,Female,Finance,Bengaluru,6,933376,57,43.1,3,8.6,1.2,26.9,86.97,30,2020-12-31
790,41,Female,Sales,Mumbai,19,1032706,78,35.0,4,7.6,22.5,27.3,541.05,25,2020-02-19
791,41,Female,Marketing,Mumbai,18,1447256,62,44.8,5,7.6,11.1,18.0,83.35,30,2025-02-15
792,26,Male,Marketing,Delhi,5,868845,74,36.7,3,7.8,17.3,25.7,151.04,10,2022-02-16
793,23,Female,Sales,Pune,3,694334,77,36.5,1,6.8,1.9,21.3,129.95,15,2020-11-01
794,35,Male,Marketing,Hyderabad,14,813984,63,45.8,1,6.6,2.8,23.6,78.93,20,2022-07-31
795,22,Female,IT,Delhi,0,1312607,63,43.2,5,9.6,16.1,18.8,59.78,30,2023-08-11
796,41,Male,Operations,Bengaluru,21,921274,96,35.9,7,7.3,14.3,25.7,178.49,5,2022-12-04
797,22,Male,HR,Bengaluru,1,1437174,68,48.1,2,8.1,7.4,23.8,69.1,25,2022-03-09
798,43,Female,IT,Pune,22,1179618,95,45.4,8,7.4,24.1,26.9,305.76,15,2022-02-11
799,27,Female,Finance,Pune,6,715860,91,43.1,1,8.9,4.8,34.7,372.72,30,2023-11-28
800,44,Female,Marketing,Hyderabad,21,345865,80,42.8,9,7.5,4.5,21.8,213.97,5,2024-07-10
801,35,Male,IT,Jaipur,12,981859,78,40.4,1,5.2,2.6,21.4,91.9,10,2021-04-07
802,40,Female,IT,Jaipur,17,767924,77,42.2,3,5.4,23.9,27.3,562.68,5,2023-11-10
803,26,Male,Marketing,Mumbai,6,1131169,82,52.6,3,5.2,1.0,31.4,261.91,30,2022-12-13
804,26,Male,Finance,Kolkata,3,1201159,64,37.5,4,6.3,3.3,23.1,105.74,0,2020-07-07
805,32,Female,Sales,Pune,11,1244333,77,45.4,2,5.7,18.8,27.1,90.86,20,2020-06-30
806,38,Male,Sales,Chennai,18,674824,59,45.2,4,5.3,6.9,26.7,51.05,15,2022-05-19
807,33,Other,IT,Hyderabad,11,587735,60,38.8,9,8.2,18.2,13.3,121.29,30,2023-09-28
808,44,Male,Sales,Bengaluru,25,651256,66,37.8,2,7.8,59.9,20.2,163.96,10,2021-08-08
809,18,Female,Operations,Delhi,0,2395091,64,36.5,6,5.1,24.4,19.4,388.17,25,2023-05-23
810,33,Female,Sales,Delhi,13,673247,58,37.3,4,8.8,4.4,25.1,102.45,5,2020-08-09
811,38,Male,Marketing,Kolkata,16,1592041,90,36.7,6,8.7,6.1,24.2,118.21,10,2023-02-24
812,45,Male,IT,Chennai,26,941912,69,35.7,1,9.8,4.0,25.3,113.02,5,2025-01-21
813,29,Female,Sales,Delhi,8,936969,62,34.9,6,8.6,10.2,27.3,97.34,30,2021-03-19
814,42,Female,Sales,Delhi,22,724521,76,42.9,1,9.1,18.0,29.8,132.7,20,2024-06-18
815,35,Male,IT,Pune,14,1174676,55,43.5,3,8.2,77.6,22.3,129.69,0,2023-09-30
816,36,Male,Sales,Pune,13,599637,87,38.9,3,6.3,17.8,28.5,327.6,30,2023-04-07
817,43,Male,Sales,Hyderabad,21,802861,70,40.7,9,10.0,26.0,27.9,400.27,15,2023-10-07
818,35,Male,IT,Jaipur,12,587645,78,40.5,1,9.3,5.3,31.4,261.52,15,2020-08-10
819,18,Female,Sales,Delhi,0,591921,79,41.1,4,4.5,46.7,28.0,105.45,20,2023-03-20
820,40,Male,Sales,Hyderabad,18,1110156,73,39.6,7,9.9,4.2,26.9,135.85,0,2021-04-29
821,21,Female,HR,Delhi,0,899512,79,48.8,3,9.5,12.2,27.9,254.96,0,2023-07-10
822,36,Female,Sales,Jaipur,16,738404,86,43.6,2,7.3,3.3,31.9,66.22,20,2023-10-27
823,41,Female,Sales,Pune,20,989450,74,34.2,5,7.7,7.8,23.6,144.62,20,2024-05-16
824,38,Male,Marketing,Delhi,15,462732,56,50.3,6,9.5,13.6,35.0,133.68,0,2022-12-06
825,22,Male,Operations,Kolkata,0,1990313,55,50.2,4,6.5,11.7,21.8,183.0,30,2020-02-03
826,36,Female,Operations,Bengaluru,13,1214803,73,38.7,2,9.1,4.9,30.5,246.51,25,2020-05-15
827,29,Female,IT,Pune,9,786715,68,40.2,2,5.8,2.6,26.8,336.15,0,2025-03-27
828,28,Male,Operations,Jaipur,5,810362,69,35.8,5,8.5,15.2,22.1,96.85,15,2024-03-15
829,44,Male,IT,Delhi,23,645138,78,38.3,1,5.4,16.9,17.6,99.03,10,2023-11-05
830,30,Female,Sales,Delhi,7,790794,75,42.8,3,5.4,2.6,27.8,66.15,10,2021-01-15
831,25,Female,IT,Hyderabad,3,1292598,64,44.3,1,8.2,3.6,27.0,38.79,25,2025-03-24
832,18,Female,HR,Delhi,0,1297259,77,36.5,6,7.3,3.0,20.7,166.0,10,2020-02-22
833,41,Female,Operations,Chennai,20,873822,71,46.4,5,7.2,11.9,27.1,44.95,20,2024-08-15
834,18,Female,Operations,Delhi,0,1313434,64,47.8,5,9.8,2.8,26.3,111.84,15,2020-08-08
835,29,Male,Sales,Bengaluru,6,1578077,82,44.3,2,4.4,1.0,28.0,285.78,30,2020-11-02
836,29,Female,Marketing,Mumbai,6,824909,61,46.6,5,8.4,7.7,28.2,72.55,10,2022-01-09
837,43,Female,IT,Kolkata,24,454203,89,43.4,5,6.5,4.7,25.1,265.02,30,2024-03-24
838,24,Male,Operations,Chennai,3,1371593,78,27.7,4,6.8,5.4,20.3,245.79,20,2020-09-20
839,29,Female,Operations,Kolkata,6,595345,88,43.1,4,7.4,3.2,23.4,348.49,30,2020-08-25
840,37,Male,Sales,Jaipur,14,1133897,55,45.3,5,8.0,22.9,26.5,156.33,20,2023-06-23
841,42,Female,Operations,Bengaluru,22,1992025,74,32.5,6,4.9,1.7,27.9,85.1,30,2020-12-20
842,29,Male,IT,Mumbai,6,2051210,57,46.8,6,6.6,16.1,23.5,342.6,15,2021-06-21
843,27,Male,Finance,Delhi,8,1447678,75,42.5,2,7.6,7.5,27.9,163.63,5,2022-02-15
844,38,Female,Marketing,Jaipur,15,720361,85,36.6,6,8.6,38.7,19.8,179.86,15,2023-11-08
845,34,Female,Operations,Delhi,12,765013,85,53.0,3,5.1,16.2,22.2,495.33,25,2024-10-14
846,23,Male,IT,Delhi,1,1635253,67,39.8,6,8.1,1.6,23.3,230.79,25,2024-12-12
847,28,Female,Marketing,Chennai,8,2613157,75,41.7,6,6.9,7.1,22.0,138.82,5,2022-06-20
848,35,Female,IT,Jaipur,13,2168749,76,41.3,3,10.0,8.8,21.6,83.03,25,2024-06-07
849,32,Female,Sales,Hyderabad,10,1932618,71,42.4,2,4.0,6.9,24.3,277.78,25,2023-12-14
850,41,Female,Sales,Kolkata,20,645370,64,50.0,3,4.6,4.6,21.4,140.88,30,2020-11-29
851,48,Female,Operations,Pune,29,1034743,69,43.3,2,6.5,8.6,32.4,408.0,15,2020-06-18
852,35,Male,IT,Kolkata,12,641175,88,44.7,5,6.1,7.4,18.8,135.55,0,2020-08-23
853,22,Male,Sales,Mumbai,0,775313,64,44.2,5,9.3,32.3,21.5,65.76,25,2021-03-14
854,43,Male,HR,Pune,23,1142135,78,39.1,3,6.9,4.0,26.3,384.47,25,2022-12-10
855,37,Male,IT,Delhi,14,1139207,82,44.4,6,9.3,22.0,23.2,340.75,5,2024-01-05
856,27,Female,IT,Pune,5,863309,63,42.6,3,8.7,9.3,22.5,92.05,5,2021-03-10
857,36,Female,Operations,Pune,13,1066125,68,45.6,6,6.8,11.6,26.9,121.55,0,2022-06-02
858,23,Male,Sales,Hyderabad,3,576310,80,30.2,4,8.7,12.0,31.4,34.01,15,2023-03-01
859,42,Female,HR,Mumbai,21,1251404,67,37.4,6,9.0,3.5,16.5,225.42,30,2021-05-29
860,32,Female,IT,Mumbai,9,942559,75,43.1,5,7.1,2.1,22.8,155.62,20,2020-07-18
861,37,Female,Sales,Mumbai,17,868986,61,49.7,4,5.9,7.4,25.4,110.8,0,2024-07-23
862,38,Female,Operations,Bengaluru,19,957036,68,43.0,3,5.6,6.7,23.8,136.1,0,2021-02-22
863,33,Female,Operations,Bengaluru,11,1535304,75,39.7,4,6.7,3.3,25.7,99.39,0,2021-09-28
864,43,Female,IT,Pune,20,671575,71,36.6,5,7.0,3.2,21.4,277.84,30,2024-01-04
865,21,Male,IT,Mumbai,0,555508,69,40.8,6,5.2,10.9,21.4,144.63,30,2023-05-26
866,23,Male,IT,Jaipur,1,733158,72,38.4,1,5.8,1.3,26.6,99.61,0,2022-09-20
867,26,Female,Operations,Kolkata,4,1073236,75,45.3,7,8.6,1.0,24.4,81.87,25,2020-10-12
868,41,Female,Finance,Delhi,22,1955576,76,46.0,6,5.5,3.6,20.2,871.55,0,2021-04-26
869,24,Female,IT,Jaipur,5,504528,86,50.7,2,7.9,10.6,20.4,79.15,0,2024-07-27
870,34,Female,Operations,Hyderabad,15,1671701,71,39.1,4,7.5,43.1,35.8,21.89,20,2020-12-19
871,34,Male,Sales,Jaipur,15,663585,75,37.3,1,6.5,17.4,28.4,153.4,30,2023-04-24
872,32,Female,IT,Jaipur,12,2004577,80,41.3,3,8.4,15.0,25.5,45.83,30,2023-04-04
873,26,Female,Finance,Bengaluru,3,962729,79,43.8,6,9.7,10.4,30.3,442.79,25,2022-03-26
874,37,Female,Operations,Hyderabad,18,1024117,87,44.5,3,5.9,8.6,25.9,78.72,5,2023-02-22
875,28,Male,Operations,Bengaluru,6,934488,83,44.3,3,4.6,3.0,21.3,161.89,20,2021-04-11
876,20,Male,Operations,Delhi,0,814546,61,50.3,4,6.6,4.3,23.5,216.28,25,2021-05-23
877,24,Male,IT,Bengaluru,5,408650,88,41.5,4,4.7,1.0,33.9,84.87,0,2022-03-31
878,25,Male,Operations,Hyderabad,2,557767,91,42.0,2,5.2,14.3,17.9,50.05,15,2022-04-03
879,38,Female,Operations,Mumbai,18,601223,65,42.4,3,5.7,37.6,20.8,137.4,0,2021-07-10
880,38,Male,Operations,Bengaluru,19,2140675,78,45.7,2,5.0,9.3,22.9,227.77,20,2022-03-21
881,29,Male,Operations,Hyderabad,8,651039,63,38.2,1,7.2,1.6,23.3,58.73,5,2020-04-29
882,40,Female,Sales,Pune,19,1022540,60,40.9,5,7.3,6.3,27.9,191.93,20,2023-04-01
883,32,Male,HR,Pune,9,753500,84,36.0,3,6.2,4.2,23.3,122.36,30,2021-07-15
884,35,Male,IT,Kolkata,16,1246090,58,50.4,6,5.3,5.0,29.6,384.81,30,2025-05-05
885,30,Female,Sales,Pune,8,1207209,83,38.7,5,6.4,12.0,25.9,228.19,10,2020-04-20
886,41,Male,IT,Pune,22,604347,83,53.6,5,7.5,17.2,26.6,37.46,15,2023-11-22
887,29,Female,IT,Kolkata,7,349599,67,44.0,5,7.2,28.2,24.5,156.52,20,2022-11-23
888,42,Male,Operations,Mumbai,22,1662159,73,45.1,7,9.7,7.1,25.1,354.51,10,2024-10-12
889,40,Male,Sales,Delhi,17,376561,90,47.8,5,7.2,10.7,28.1,93.3,0,2022-08-02
890,18,Male,Marketing,Delhi,0,1075744,66,41.1,5,8.0,16.8,21.9,205.97,10,2023-08-29
891,25,Female,IT,Mumbai,4,355096,85,51.2,8,7.3,16.0,19.0,294.38,0,2022-07-12
892,20,Male,Sales,Delhi,0,1703180,81,40.8,5,7.3,7.7,25.9,284.25,0,2024-06-28
893,39,Female,Operations,Hyderabad,19,1206891,63,38.6,7,6.2,11.7,24.5,469.43,20,2020-05-21
894,31,Female,Finance,Mumbai,11,641096,65,44.5,3,8.1,6.7,23.6,229.37,20,2024-12-05
895,31,Male,IT,Mumbai,12,2419787,77,49.6,5,7.1,1.9,29.9,137.09,25,2021-06-07
896,42,Male,IT,Delhi,23,1004620,63,48.4,2,4.7,21.8,25.2,192.55,5,2020-03-15
897,38,Female,Finance,Hyderabad,19,537219,56,43.2,5,5.3,3.3,26.0,213.8,0,2023-08-16
898,27,Male,Operations,Bengaluru,7,910796,65,48.0,4,7.8,1.5,23.4,121.9,0,2020-04-02
899,41,Female,IT,Jaipur,22,1101808,68,41.4,4,6.5,1.0,25.7,109.08,5,2023-08-06
900,43,Male,IT,Delhi,20,1790096,70,43.5,6,7.1,2.7,23.5,267.73,5,2020-01-08
901,22,Female,Operations,Jaipur,1,544388,88,44.3,3,6.9,28.2,26.1,125.9,30,2020-06-26
902,29,Male,Operations,Jaipur,7,2800640,59,39.8,4,7.2,8.9,20.0,239.95,20,2021-02-18
903,31,Female,IT,Kolkata,12,1434170,80,45.7,7,5.3,12.1,22.8,65.12,25,2023-09-14
904,24,Male,Marketing,Kolkata,1,494999,61,44.3,6,6.6,1.0,21.7,71.0,25,2024-04-13
905,41,Female,IT,Delhi,22,2094475,74,38.9,6,7.3,8.6,20.8,147.12,0,2023-10-06
906,32,Female,IT,Mumbai,12,1025818,63,33.4,4,6.6,1.8,20.5,112.54,20,2025-04-15
907,23,Female,HR,Hyderabad,0,1024539,76,41.1,3,7.2,6.9,23.4,150.9,20,2020-10-16
908,44,Female,Operations,Pune,24,1025649,89,43.5,4,6.3,1.0,27.2,27.87,5,2022-10-27
909,38,Female,Operations,Hyderabad,17,1196515,85,44.2,5,7.9,15.2,30.1,110.08,15,2020-05-28
910,18,Male,Sales,Chennai,0,1107656,89,48.7,3,7.0,2.4,24.6,123.65,30,2023-09-07
911,37,Male,IT,Chennai,14,962409,78,43.3,8,8.4,4.5,26.3,64.91,25,2020-06-26
912,40,Male,IT,Hyderabad,19,1454893,65,43.0,7,6.0,23.4,23.6,101.04,10,2025-05-13
913,29,Female,Operations,Delhi,6,655928,75,45.3,4,7.3,1.0,17.7,122.32,30,2023-02-23
914,28,Female,Sales,Bengaluru,6,1231530,66,50.6,4,7.8,24.6,22.5,69.91,15,2024-10-31
915,31,Male,IT,Bengaluru,8,905200,87,58.8,4,6.6,30.5,27.1,343.94,30,2021-09-02
916,29,Male,Marketing,Jaipur,6,775220,78,49.0,3,10.0,2.1,29.4,191.72,0,2023-05-01
917,51,Female,Sales,Hyderabad,30,1810824,79,41.1,2,7.6,18.1,25.4,116.78,15,2023-10-28
918,23,Male,Sales,Chennai,1,1401475,84,45.8,4,4.8,26.8,11.5,185.06,10,2024-05-26
919,35,Female,Sales,Pune,12,410341,62,44.1,5,9.8,12.8,17.3,194.37,25,2024-12-28
920,31,Female,Sales,Mumbai,10,1477820,73,42.7,1,9.1,10.7,21.9,130.18,5,2023-09-26
921,33,Male,Operations,Bengaluru,10,1500128,71,50.5,4,6.2,1.0,18.1,168.78,0,2025-05-10
922,35,Male,IT,Chennai,16,791032,89,37.3,7,8.5,8.0,25.3,158.13,15,2024-01-08
923,27,Female,Operations,Delhi,5,1204481,77,39.4,1,3.6,5.6,19.5,147.73,30,2024-09-29
924,36,Male,Sales,Pune,14,794326,82,45.1,5,7.3,9.2,26.2,191.64,30,2021-03-29
925,27,Female,Sales,Pune,4,522309,93,35.4,1,5.5,3.5,23.1,79.05,15,2021-03-26
926,36,Female,Marketing,Jaipur,13,1132712,61,36.8,8,6.1,2.5,29.1,41.4,30,2022-05-17
927,29,Male,Operations,Delhi,7,579997,84,45.0,1,8.5,7.5,26.6,78.92,5,2021-04-07
928,30,Female,Sales,Delhi,8,1110336,62,49.2,7,9.2,8.9,20.8,233.28,15,2020-08-05
929,34,Male,Finance,Mumbai,12,993954,63,40.7,1,8.1,5.8,29.8,159.16,30,2024-05-02
930,29,Female,IT,Bengaluru,10,993876,81,54.7,7,6.1,8.5,24.8,34.53,30,2020-04-19
931,18,Female,Sales,Delhi,0,657963,47,45.1,5,10.0,1.7,19.5,83.4,10,2023-09-03
932,34,Male,IT,Chennai,15,1447134,80,35.0,3,6.9,12.1,22.4,296.52,25,2023-11-26
933,42,Female,IT,Delhi,20,796871,90,41.2,4,7.1,6.5,19.8,293.36,15,2021-02-07
934,56,Female,Marketing,Bengaluru,33,854567,75,46.9,4,6.2,17.5,22.7,258.23,20,2020-07-02
935,18,Male,Finance,Pune,0,1355978,85,43.9,4,7.3,22.2,21.4,603.58,0,2023-06-23
936,29,Female,Sales,Mumbai,10,505388,78,41.3,5,8.5,42.0,23.7,95.45,5,2020-06-21
937,19,Male,Marketing,Hyderabad,0,767090,67,43.6,1,6.2,4.4,26.2,401.18,20,2022-05-03
938,29,Male,HR,Delhi,10,661607,82,44.8,3,8.1,18.5,23.9,162.99,25,2020-11-05
939,40,Female,IT,Jaipur,21,1056444,82,48.4,4,5.2,15.5,27.6,219.13,15,2021-06-23
940,34,Female,Operations,Hyderabad,12,614664,87,54.8,3,6.0,3.6,23.9,228.04,0,2023-12-17
941,40,Male,Finance,Hyderabad,21,962604,58,38.2,6,5.1,27.0,26.0,227.94,30,2025-04-14
942,42,Male,Marketing,Chennai,20,674504,66,27.9,2,7.2,19.7,20.6,70.42,5,2020-06-10
943,35,Female,Finance,Chennai,12,1431618,82,52.5,2,5.6,10.9,30.2,170.7,30,2022-07-03
944,39,Female,Sales,Hyderabad,17,670734,92,45.1,6,5.8,36.9,38.1,217.67,5,2024-06-11
945,48,Male,Marketing,Hyderabad,25,845868,60,44.1,8,6.3,28.6,25.0,261.8,15,2025-04-09
946,25,Male,Sales,Chennai,3,1858569,73,41.3,2,7.7,12.9,31.6,202.23,20,2024-06-21
947,26,Female,Sales,Delhi,6,1400496,76,50.0,1,5.7,1.9,30.0,325.88,5,2023-03-28
948,22,Male,Sales,Mumbai,2,1051169,81,41.7,5,5.3,1.0,26.3,291.8,20,2023-09-10
949,35,Female,Finance,Delhi,13,747451,74,44.9,5,5.2,3.1,27.0,215.89,30,2025-02-24
950,34,Male,Finance,Pune,11,1041112,84,43.1,6,7.1,15.3,22.0,170.43,25,2023-07-16
951,41,Male,Sales,Chennai,20,653756,61,46.6,1,7.4,11.5,21.9,416.63,5,2020-01-03
952,29,Male,IT,Bengaluru,7,798259,94,40.1,5,8.6,7.4,21.7,152.92,15,2024-06-01
953,46,Male,Operations,Pune,24,1019653,70,46.7,6,8.4,22.1,19.9,119.23,10,2022-12-29
954,41,Male,Sales,Hyderabad,21,1070944,61,44.3,6,8.6,12.1,22.2,217.13,5,2021-12-09
955,21,Female,Sales,Delhi,2,800074,69,47.5,9,3.5,2.8,16.0,750.55,5,2024-09-02
956,44,Male,Operations,Mumbai,24,1189626,64,38.1,4,7.1,4.5,29.1,336.45,10,2020-10-31
957,44,Male,IT,Pune,22,750857,76,37.9,4,6.2,4.5,21.2,96.75,10,2021-10-14
958,32,Female,Operations,Chennai,10,740978,78,53.8,7,6.4,3.8,21.3,186.42,20,2024-01-16
959,18,Female,Marketing,Chennai,0,896893,95,42.6,4,7.3,2.7,25.8,59.15,20,2022-04-06
960,22,Female,HR,Jaipur,2,887367,77,42.6,6,4.9,1.7,20.4,242.76,0,2022-07-31
961,44,Male,Finance,Kolkata,25,1123094,71,36.3,8,9.2,4.8,28.2,342.78,25,2021-11-16
962,34,Female,Sales,Chennai,11,884811,79,46.7,2,5.5,30.6,22.8,139.66,0,2020-10-14
963,23,Female,Marketing,Kolkata,3,836431,81,37.8,5,8.5,2.7,23.0,302.39,0,2021-06-10
964,34,Male,Sales,Bengaluru,14,1025893,72,40.6,5,6.3,12.1,25.2,179.42,25,2022-02-17
965,33,Female,IT,Delhi,12,938312,81,40.4,5,6.0,1.0,25.8,114.55,20,2023-06-25
966,42,Male,IT,Hyderabad,21,713458,59,37.4,6,9.8,16.4,19.2,114.85,0,2024-06-09
967,41,Female,IT,Bengaluru,21,2747528,66,42.1,3,6.0,25.5,25.4,254.13,20,2024-04-03
968,27,Male,Sales,Chennai,8,1677356,61,39.4,4,4.5,12.3,21.1,385.13,10,2020-07-23
969,33,Female,Operations,Jaipur,10,508987,79,47.3,7,5.5,8.8,32.1,63.76,30,2022-04-25
970,26,Female,Sales,Pune,7,665413,83,42.1,5,7.8,11.3,23.5,220.9,5,2025-01-11
971,32,Male,IT,Jaipur,10,616245,65,39.5,6,6.3,13.6,27.7,145.63,15,2025-06-11
972,39,Male,Sales,Chennai,20,1156128,53,38.9,4,10.0,9.6,28.6,246.37,15,2020-11-18
973,44,Male,Operations,Jaipur,21,699011,68,41.0,6,5.8,6.4,19.1,322.1,25,2022-03-22
974,34,Female,Sales,Chennai,11,969250,62,39.4,1,7.8,19.6,23.9,133.29,0,2022-08-11
975,30,Male,Sales,Delhi,9,1012175,100,43.2,8,8.0,15.7,30.6,443.19,5,2021-02-15
976,50,Male,IT,Pune,31,1314284,98,45.4,6,7.0,1.0,29.0,273.39,15,2024-05-23
977,18,Male,HR,Jaipur,0,1242708,81,38.4,3,8.0,2.8,29.6,162.15,15,2020-12-15
978,33,Female,Sales,Jaipur,11,1147997,81,54.2,7,7.1,15.2,22.8,118.87,25,2022-04-27
979,38,Female,Finance,Mumbai,19,1108176,71,44.8,3,5.2,21.4,27.4,100.92,25,2023-01-14
980,35,Female,Sales,Delhi,15,1324638,95,36.6,8,6.4,17.0,20.8,110.96,20,2024-01-24
981,31,Male,Sales,Mumbai,11,523300,50,42.6,4,7.1,14.0,28.2,52.07,20,2020-04-12
982,24,Male,Finance,Jaipur,1,1023783,56,41.7,5,10.0,11.5,31.0,191.36,10,2024-02-14
983,43,Male,Sales,Jaipur,23,581605,63,49.8,3,9.9,1.9,25.6,92.49,25,2021-10-18
984,30,Male,Operations,Bengaluru,10,934838,67,42.0,4,6.6,28.2,28.7,55.43,20,2022-10-19
985,22,Male,Sales,Delhi,1,1646484,74,46.8,5,9.3,4.5,27.5,256.7,10,2023-07-01
986,31,Male,IT,Chennai,11,836408,68,38.6,5,8.6,10.1,32.2,119.59,5,2024-07-15
987,31,Female,IT,Delhi,10,327075,73,39.9,4,6.6,10.7,25.1,85.2,20,2022-04-03
988,33,Male,IT,Hyderabad,11,510711,82,35.6,1,6.9,12.5,29.3,159.02,5,2024-01-22
989,42,Female,Sales,Bengaluru,19,782225,84,41.2,3,8.8,9.3,20.3,345.22,20,2022-10-19
990,39,Female,Sales,Chennai,16,2945506,74,41.5,7,8.4,10.1,25.5,155.77,15,2023-07-31
991,27,Female,Finance,Kolkata,6,1145230,73,39.4,3,7.9,2.4,26.9,223.54,15,2024-07-14
992,34,Female,Sales,Pune,12,1015368,78,40.5,7,6.6,29.9,15.1,249.63,30,2020-08-17
993,46,Female,Sales,Hyderabad,26,1145032,85,36.6,3,7.0,3.0,23.7,133.22,25,2023-11-10
994,32,Female,Sales,Delhi,9,3827608,59,38.8,4,9.6,3.8,26.6,157.91,10,2023-02-06
995,26,Female,Sales,Pune,7,1080070,53,46.7,5,6.0,3.1,25.7,180.16,30,2024-12-12
996,38,Female,HR,Chennai,18,2067900,73,35.1,1,5.9,9.6,25.3,336.25,5,2025-01-17
997,34,Female,IT,Bengaluru,11,1765761,88,40.1,6,4.7,17.3,25.4,368.93,15,2020-07-13
998,28,Male,Operations,Mumbai,7,728898,66,47.7,2,4.1,1.5,18.3,103.22,20,2024-10-13
999,27,Female,Marketing,Pune,6,578091,73,51.3,4,8.4,5.8,23.3,163.3,10,2022-07-06
1000,36,Female,IT,Chennai,17,7704954,88,38.9,7,6.8,10.4,16.2,183.21,25,2022-08-31
1001,39,Other,IT,Mumbai,19,5805303,85,42.6,2,4.8,8.3,26.1,182.05,30,2023-03-15
1002,31,Female,Sales,Hyderabad,12,666232,82,46.2,6,6.2,10.5,27.9,214.02,15,2021-08-22
1003,34,Male,Marketing,Delhi,13,828928,62,38.9,2,9.3,1.0,30.2,68.01,20,2023-05-17
1004,34,Female,Sales,Hyderabad,15,554324,73,40.5,5,4.1,19.6,21.7,116.59,30,2023-01-12
1005,22,Female,Marketing,Mumbai,2,1630126,70,37.1,4,7.1,1.0,24.5,115.44,25,2022-04-05
1006,46,Male,Marketing,Chennai,27,588763,87,40.3,5,9.2,27.3,23.7,102.13,0,2022-10-26
1007,34,Female,IT,Delhi,11,1261179,52,35.8,6,7.8,30.1,26.5,58.76,0,2022-03-16
1008,21,Female,IT,Chennai,1,577540,76,48.0,9,6.4,10.9,27.8,233.83,15,2024-04-22
