data_version,age,gender,education,experience_years,role_seniority,company_size,location_tier,skills_count,certifications,worked_remote,last_promotion_years_ago,salary_bdt,recent_project_description_length,survey_date,recent_note,survey_year,survey_month,survey_day,imputation_method
v2.0,27,Male,B.Sc,6.0,Mid,Enterprise,Tier-1,5,0,0,2,99694,54,2023-02-23,No relevant project mentioned,2023,2,23,Iterative
v2.0,37,Male,PhD,16.0,Mid,Startup,Tier-3,10,1,1,2,181059,39,2024-10-15,Contributed to open-source NLP repo,2024,10,15,Iterative
v2.0,31,Male,B.Sc,5.0,Junior,SME,Tier-2,6,2,0,1,67732,56,2024-07-14,Built ML pipeline for preprocessing,2024,7,14,Iterative
v2.0,21,Male,B.Sc,0.0,Junior,SME,Tier-2,5,2,0,4,33702,59,2023-06-08,Contributed to open-source NLP repo,2023,6,8,Iterative
v2.0,36,Male,B.Sc,15.0,Mid,Startup,Tier-1,2,0,1,2,155154,65,2023-05-18,Experience in data cleaning and ETL,2023,5,18,Iterative
v2.0,26,Other,M.Sc,5.0,Senior,Startup,Tier-2,5,1,0,0,97793,72,2024-06-16,No relevant project mentioned,2024,6,16,Iterative
v2.0,41,Male,B.Sc,17.0,Mid,Startup,Tier-3,7,2,0,1,171835,68,2023-09-11,Worked on microservices deployment,2023,9,11,Iterative
v2.0,36,Male,M.Eng,7.0,Mid,Startup,Remote,7,0,0,2,122436,59,2023-10-29,Experience in data cleaning and ETL,2023,10,29,Iterative
v2.0,27,Female,B.Sc,6.0,Junior,SME,Tier-1,1,2,1,3,83300,57,2024-12-15,No relevant project mentioned,2024,12,15,Iterative
v2.0,38,Other,B.Sc,16.0,Lead,Startup,Tier-2,4,1,1,2,199357,62,2024-09-10,Built ML pipeline for preprocessing,2024,9,10,Iterative
v2.0,30,Male,M.Sc,9.0,Lead,SME,Tier-2,4,0,0,1,163057,56,2023-03-15,Contributed to open-source NLP repo,2023,3,15,Iterative
v2.0,35,Female,B.Sc,13.0,Mid,Startup,Remote,7,0,0,2,146991,70,2024-06-15,No relevant project mentioned,2024,6,15,Iterative
v2.0,33,Male,B.Sc,9.0,Junior,Startup,Tier-3,4,0,0,1,95874,59,2023-10-04,Worked on microservices deployment,2023,10,4,Iterative
v2.0,25,Male,B.Sc,2.0,Mid,Enterprise,Remote,5,3,0,0,77146,50,2024-02-25,Built ML pipeline for preprocessing,2024,2,25,Iterative
v2.0,26,Male,M.Sc,0.0,Senior,SME,Remote,5,2,1,6,73341,59,2023-02-26,Contributed to open-source NLP repo,2023,2,26,Iterative
v2.0,36,Male,B.Sc,16.0,Mid,Startup,Tier-1,3,0,1,1,184139,72,2024-07-22,No relevant project mentioned,2024,7,22,Iterative
v2.0,28,Male,B.Sc,5.0,Mid,SME,Tier-3,8,3,0,1,84181,54,2023-03-10,Built ML pipeline for preprocessing,2023,3,10,Iterative
v2.0,28,Male,PhD,8.0,Junior,Startup,Tier-2,5,0,1,5,97791,47,2023-07-17,Worked on microservices deployment,2023,7,17,Iterative
v2.0,24,Male,B.Sc,1.0,Junior,Startup,Tier-1,7,0,0,0,48631,69,2023-06-01,Contributed to open-source NLP repo,2023,6,1,Iterative
v2.0,33,Male,M.Eng,10.0,Junior,Startup,Tier-1,7,0,0,2,125103,44,2024-12-20,Experience in data cleaning and ETL,2024,12,20,Iterative
v2.0,42,Male,M.Sc,19.0,Senior,Enterprise,Tier-1,2,0,1,4,251281,77,2023-07-07,No relevant project mentioned,2023,7,7,Iterative
v2.0,24,Male,B.Sc,2.0,Mid,Enterprise,Tier-3,2,2,0,1,45952,82,2024-10-24,Contributed to open-source NLP repo,2024,10,24,Iterative
v2.0,30,Male,B.Sc,7.0,Senior,Enterprise,Tier-1,8,1,0,4,138083,82,2023-02-16,Built ML pipeline for preprocessing,2023,2,16,Iterative
v2.0,38,Female,B.Sc,15.0,Junior,Enterprise,Remote,3,0,0,3,177457,40,2024-05-14,No relevant project mentioned,2024,5,14,Iterative
v2.0,30,Female,B.Sc,5.0,Senior,Enterprise,Tier-2,5,0,0,2,112960,68,2024-12-20,Built ML pipeline for preprocessing,2024,12,20,Iterative
v2.0,33,Female,B.Sc,11.0,Senior,Enterprise,Tier-2,5,0,0,0,149730,70,2023-08-31,Worked on microservices deployment,2023,8,31,Iterative
v2.0,24,Male,M.Sc,6.0,Junior,SME,Tier-1,2,0,1,7,100621,46,2023-06-29,Experience in data cleaning and ETL,2023,6,29,Iterative
v2.0,33,Female,B.Sc+Cert,11.0,Senior,SME,Tier-2,4,1,0,2,124067,34,2023-05-21,Built ML pipeline for preprocessing,2023,5,21,Iterative
v2.0,29,Male,M.Sc,7.0,Junior,Startup,Tier-2,8,0,0,2,98730,67,2024-05-13,Contributed to open-source NLP repo,2024,5,13,Iterative
v2.0,36,Male,B.Sc,9.0,Junior,SME,Tier-1,14,1,0,5,122374,47,2023-01-08,No relevant project mentioned,2023,1,8,Iterative
v2.0,37,Male,B.Sc,18.0,Junior,SME,Tier-3,5,4,1,1,183792,59,2023-04-12,Contributed to open-source NLP repo,2023,4,12,Iterative
v2.0,46,Male,M.Eng,25.0,Senior,Enterprise,Tier-2,7,0,0,2,337886,59,2023-06-09,Built ML pipeline for preprocessing,2023,6,9,Iterative
v2.0,33,Male,B.Sc,8.0,Senior,SME,Tier-1,4,1,1,5,133543,62,2024-04-14,Built ML pipeline for preprocessing,2024,4,14,Iterative
v2.0,32,Male,B.Sc,9.34,Junior,SME,Tier-3,3,0,0,1,93936,65,2024-10-18,Experience in data cleaning and ETL,2024,10,18,Iterative
v2.0,31,Female,M.Sc,8.0,Mid,SME,Tier-1,8,0,0,4,131582,67,2023-01-05,Built ML pipeline for preprocessing,2023,1,5,Iterative
v2.0,28,Male,B.Sc,5.0,Mid,Startup,Tier-2,6,1,1,1,85603,65,2024-01-14,Contributed to open-source NLP repo,2024,1,14,Iterative
v2.0,32,Male,B.Sc+Cert,12.0,Senior,SME,Tier-2,4,1,0,3,127589,59,2024-01-16,Built ML pipeline for preprocessing,2024,1,16,Iterative
v2.0,28,Female,M.Sc,5.0,Junior,SME,Tier-1,5,1,0,2,91586,60,2024-08-28,Built ML pipeline for preprocessing,2024,8,28,Iterative
v2.0,31,Male,B.Sc,8.0,Mid,SME,Tier-2,4,2,1,0,94869,59,2024-12-29,Built ML pipeline for preprocessing,2024,12,29,Iterative
v2.0,38,Male,B.Sc+Cert,14.0,Mid,SME,Tier-2,2,1,0,0,154457,58,2024-11-14,Built ML pipeline for preprocessing,2024,11,14,Iterative
v2.0,24,Male,B.Sc,1.0,Junior,Startup,Tier-2,7,1,1,1,48763,67,2024-10-11,Built ML pipeline for preprocessing,2024,10,11,Iterative
v2.0,37,Male,B.Sc,13.89,Mid,SME,Tier-1,9,1,0,3,178069,59,2023-10-31,Built ML pipeline for preprocessing,2023,10,31,Iterative
v2.0,38,Male,B.Sc,15.0,Mid,SME,Tier-1,7,0,1,2,176183,74,2023-06-05,Contributed to open-source NLP repo,2023,6,5,Iterative
v2.0,29,Male,B.Sc,5.0,Junior,SME,Tier-1,6,0,1,5,85676,60,2023-10-27,Built ML pipeline for preprocessing,2023,10,27,Iterative
v2.0,20,Male,B.Sc,3.0,Lead,SME,Remote,5,2,0,1,102741,65,2024-11-01,No relevant project mentioned,2024,11,1,Iterative
v2.0,26,Male,B.Sc,2.0,Junior,Startup,Tier-1,1,0,0,4,45736,68,2023-09-29,Experience in data cleaning and ETL,2023,9,29,Iterative
v2.0,38,Male,B.Sc,15.0,Lead,Startup,Tier-2,3,1,0,0,146044,57,2023-05-03,Built ML pipeline for preprocessing,2023,5,3,Iterative
v2.0,30,Male,B.Sc,8.0,Junior,SME,Remote,4,4,1,1,111422,64,2024-05-25,Built ML pipeline for preprocessing,2024,5,25,Iterative
v2.0,24,Male,M.Sc,4.0,Junior,SME,Tier-3,6,2,1,0,70510,57,2023-10-06,Contributed to open-source NLP repo,2023,10,6,Iterative
v2.0,27,Female,M.Eng,4.0,Junior,SME,Tier-3,5,2,0,5,64666,62,2024-01-02,Experience in data cleaning and ETL,2024,1,2,Iterative
v2.0,35,Male,B.Sc,8.0,Senior,Enterprise,Remote,6,2,0,2,141165,55,2024-06-16,Experience in data cleaning and ETL,2024,6,16,Iterative
v2.0,33,Male,B.Sc,10.0,Senior,Startup,Tier-1,5,1,0,1,141963,64,2024-12-20,Built ML pipeline for preprocessing,2024,12,20,Iterative
v2.0,29,Male,B.Sc,7.0,Junior,Startup,Tier-1,4,2,1,2,82223,41,2024-09-21,No relevant project mentioned,2024,9,21,Iterative
v2.0,28,Male,B.Sc,6.0,Junior,SME,Tier-1,2,3,1,2,90029,66,2023-05-03,Built ML pipeline for preprocessing,2023,5,3,Iterative
v2.0,28,Male,M.Sc,5.56,Mid,SME,Tier-1,7,0,0,4,134192,51,2024-12-13,Built ML pipeline for preprocessing,2024,12,13,Iterative
v2.0,24,Male,M.Sc,3.0,Mid,SME,Tier-2,8,1,1,2,74840,48,2024-01-21,Worked on microservices deployment,2024,1,21,Iterative
v2.0,40,Female,B.Sc,20.0,Senior,Enterprise,Tier-1,7,3,0,1,249088,52,2024-02-01,Built ML pipeline for preprocessing,2024,2,1,Iterative
v2.0,28,Female,B.Sc,3.0,Junior,Enterprise,Tier-3,5,0,1,6,54214,59,2023-10-28,Built ML pipeline for preprocessing,2023,10,28,Iterative
v2.0,37,Male,B.Sc,13.0,Mid,Startup,Tier-1,4,2,0,6,168780,76,2024-01-29,No relevant project mentioned,2024,1,29,Iterative
v2.0,39,Female,B.Sc,15.57,Mid,Enterprise,Tier-1,4,2,1,0,222550,68,2024-08-25,Built ML pipeline for preprocessing,2024,8,25,Iterative
v2.0,36,Male,B.Sc,11.0,Lead,Startup,Tier-2,4,0,1,3,134632,59,2024-08-15,Experience in data cleaning and ETL,2024,8,15,Iterative
v2.0,27,Male,PhD,0.0,Mid,SME,Tier-1,3,0,1,1,77796,53,2023-08-04,Contributed to open-source NLP repo,2023,8,4,Iterative
v2.0,32,Male,M.Sc,12.0,Junior,SME,Tier-3,2,0,1,3,115284,71,2023-01-01,Contributed to open-source NLP repo,2023,1,1,Iterative
v2.0,30,Male,B.Sc,7.0,Junior,SME,Remote,8,1,0,2,83448,67,2023-05-24,No relevant project mentioned,2023,5,24,Iterative
v2.0,25,Female,M.Sc,3.0,Mid,Startup,Tier-3,2,2,1,1,63336,81,2023-09-07,Worked on microservices deployment,2023,9,7,Iterative
v2.0,32,Male,B.Sc+Cert,10.0,Mid,SME,Tier-1,3,2,1,7,130245,52,2023-06-20,Worked on microservices deployment,2023,6,20,Iterative
v2.0,23,Male,M.Sc,1.0,Senior,SME,Remote,10,0,0,1,87669,60,2023-05-14,Worked on microservices deployment,2023,5,14,Iterative
v2.0,37,Female,B.Sc,17.0,Mid,Startup,Tier-1,3,1,0,2,154132,56,2023-03-17,Worked on microservices deployment,2023,3,17,Iterative
v2.0,27,Male,B.Sc,0.0,Mid,Startup,Tier-3,3,1,1,4,30576,51,2024-04-24,No relevant project mentioned,2024,4,24,Iterative
v2.0,31,Male,M.Eng,6.0,Mid,SME,Tier-1,7,0,0,0,129495,45,2024-09-15,Built ML pipeline for preprocessing,2024,9,15,Iterative
v2.0,32,Male,M.Sc,8.0,Mid,SME,Tier-1,3,1,0,1,140850,58,2023-09-24,Experience in data cleaning and ETL,2023,9,24,Iterative
v2.0,28,Female,M.Sc,5.23,Junior,SME,Remote,7,2,1,0,107034,76,2024-04-10,Experience in data cleaning and ETL,2024,4,10,Iterative
v2.0,34,Female,B.Sc+Cert,15.0,Junior,Startup,Tier-1,5,0,0,4,186563,49,2024-03-25,Built ML pipeline for preprocessing,2024,3,25,Iterative
v2.0,27,Male,B.Sc+Cert,5.0,Mid,Enterprise,Tier-3,4,0,1,4,83617,56,2023-04-06,Worked on microservices deployment,2023,4,6,Iterative
v2.0,35,Male,B.Sc,12.0,Junior,Startup,Tier-1,5,3,0,2,107935,63,2023-10-03,Built ML pipeline for preprocessing,2023,10,3,Iterative
v2.0,22,Male,B.Sc,0.0,Junior,Enterprise,Tier-3,4,5,0,0,45492,59,2024-07-03,No relevant project mentioned,2024,7,3,Iterative
v2.0,31,Female,B.Sc,6.0,Junior,SME,Remote,4,1,0,2,77225,54,2023-11-08,No relevant project mentioned,2023,11,8,Iterative
v2.0,42,Male,B.Sc,21.0,Junior,SME,Tier-2,5,1,0,3,244974,52,2023-12-13,Built ML pipeline for preprocessing,2023,12,13,Iterative
v2.0,24,Male,M.Sc,6.0,Junior,Enterprise,Tier-2,5,0,1,2,100562,67,2023-09-24,Worked on microservices deployment,2023,9,24,Iterative
v2.0,26,Female,M.Sc,3.0,Mid,Startup,Tier-2,4,2,1,1,82530,67,2023-10-01,Built ML pipeline for preprocessing,2023,10,1,Iterative
v2.0,33,Male,B.Sc,10.0,Mid,Startup,Remote,8,0,0,1,120592,50,2024-08-15,Built ML pipeline for preprocessing,2024,8,15,Iterative
v2.0,31,Male,M.Sc,8.0,Mid,SME,Tier-1,5,2,1,2,126511,77,2023-04-08,Contributed to open-source NLP repo,2023,4,8,Iterative
v2.0,32,Male,M.Sc,11.0,Mid,Startup,Tier-2,9,1,1,0,149184,60,2024-07-10,No relevant project mentioned,2024,7,10,Iterative
v2.0,33,Female,B.Sc,9.0,Lead,SME,Tier-1,3,1,1,0,160568,62,2024-10-27,Worked on microservices deployment,2024,10,27,Iterative
v2.0,34,Male,B.Sc,14.0,Junior,Startup,Tier-1,2,0,1,0,132078,53,2023-11-11,Worked on microservices deployment,2023,11,11,Iterative
v2.0,37,Male,B.Sc,14.0,Mid,Enterprise,Tier-1,6,0,0,2,173319,56,2023-05-14,Experience in data cleaning and ETL,2023,5,14,Iterative
v2.0,32,Male,B.Sc,9.0,Junior,SME,Tier-2,5,1,0,0,101499,57,2024-07-08,Experience in data cleaning and ETL,2024,7,8,Iterative
v2.0,29,Male,B.Sc,7.0,Mid,Startup,Remote,8,1,1,1,104784,59,2023-04-04,Contributed to open-source NLP repo,2023,4,4,Iterative
v2.0,34,Male,B.Sc,9.0,Senior,Enterprise,Tier-1,4,0,1,2,150780,46,2023-06-29,No relevant project mentioned,2023,6,29,Iterative
v2.0,41,Male,B.Sc,22.0,Mid,SME,Tier-2,8,0,0,2,222321,48,2023-09-13,Built ML pipeline for preprocessing,2023,9,13,Iterative
v2.0,29,Other,M.Sc,9.0,Mid,SME,Tier-2,7,2,1,2,132180,54,2023-01-17,Built ML pipeline for preprocessing,2023,1,17,Iterative
v2.0,24,Male,M.Sc,0.0,Mid,SME,Tier-2,3,0,0,0,46856,47,2024-09-20,Built ML pipeline for preprocessing,2024,9,20,Iterative
v2.0,37,Male,M.Eng,13.69,Mid,SME,Remote,6,1,0,2,162392,69,2024-07-11,No relevant project mentioned,2024,7,11,Iterative
v2.0,29,Male,B.Sc,7.0,Junior,SME,Tier-1,8,2,0,0,96938,41,2024-11-11,Worked on microservices deployment,2024,11,11,Iterative
v2.0,20,Male,B.Sc,0.0,Mid,SME,Tier-1,7,1,0,1,61212,54,2023-05-21,Built ML pipeline for preprocessing,2023,5,21,Iterative
v2.0,35,Female,B.Sc+Cert,13.0,Mid,Startup,Tier-1,1,2,1,2,152046,59,2024-01-25,Worked on microservices deployment,2024,1,25,Iterative
v2.0,27,Male,B.Sc,4.0,Junior,Enterprise,Remote,5,0,0,2,80587,55,2024-12-26,No relevant project mentioned,2024,12,26,Iterative
v2.0,29,Male,PhD,7.0,Junior,Enterprise,Remote,5,1,0,3,118697,70,2024-11-20,Worked on microservices deployment,2024,11,20,Iterative
v2.0,32,Male,M.Eng,8.0,Senior,Startup,Tier-1,2,2,0,1,130088,54,2023-02-17,Contributed to open-source NLP repo,2023,2,17,Iterative
v2.0,31,Male,B.Sc,10.0,Junior,Enterprise,Tier-1,8,0,0,0,141309,55,2024-09-02,Worked on microservices deployment,2024,9,2,Iterative
v2.0,34,Male,PhD,14.0,Junior,SME,Tier-2,5,1,0,1,172101,68,2023-09-19,No relevant project mentioned,2023,9,19,Iterative
v2.0,27,Male,B.Sc,4.66,Mid,Startup,Tier-3,2,0,1,1,91889,59,2024-07-23,No relevant project mentioned,2024,7,23,Iterative
v2.0,33,Female,B.Sc,10.0,Junior,Startup,Tier-2,3,0,0,1,90521,77,2023-09-10,Worked on microservices deployment,2023,9,10,Iterative
v2.0,28,Female,M.Sc,6.0,Mid,Startup,Remote,6,3,1,0,101987,68,2024-12-03,No relevant project mentioned,2024,12,3,Iterative
v2.0,34,Male,B.Sc,8.0,Mid,Enterprise,Tier-3,8,1,0,1,109917,51,2024-05-27,Worked on microservices deployment,2024,5,27,Iterative
v2.0,34,Female,B.Sc+Cert,14.0,Senior,SME,Remote,5,1,1,2,169323,60,2023-06-05,Worked on microservices deployment,2023,6,5,Iterative
v2.0,24,Male,B.Sc,0.0,Junior,SME,Tier-2,7,1,0,6,99165,61,2024-08-25,Contributed to open-source NLP repo,2024,8,25,Iterative
v2.0,37,Male,B.Sc,16.0,Mid,Startup,Tier-1,2,0,0,3,178196,52,2023-07-29,Contributed to open-source NLP repo,2023,7,29,Iterative
v2.0,27,Male,M.Sc,3.0,Senior,SME,Tier-3,5,1,1,4,81541,44,2023-11-20,Built ML pipeline for preprocessing,2023,11,20,Iterative
v2.0,35,Male,M.Sc,12.0,Junior,SME,Tier-2,4,0,1,1,158108,63,2023-02-10,Built ML pipeline for preprocessing,2023,2,10,Iterative
v2.0,32,Male,B.Sc,8.0,Junior,Enterprise,Tier-1,5,1,0,0,112471,50,2023-12-28,Built ML pipeline for preprocessing,2023,12,28,Iterative
v2.0,41,Male,B.Sc,19.0,Senior,Enterprise,Tier-1,5,0,0,1,232656,61,2024-01-07,Experience in data cleaning and ETL,2024,1,7,Iterative
v2.0,29,Male,M.Eng,7.0,Junior,SME,Tier-2,3,1,0,1,92660,66,2024-02-20,Built ML pipeline for preprocessing,2024,2,20,Iterative
v2.0,28,Male,B.Sc,1.0,Mid,SME,Tier-2,6,1,0,3,57748,64,2024-09-26,Built ML pipeline for preprocessing,2024,9,26,Iterative
v2.0,30,Male,M.Eng,6.0,Junior,SME,Tier-2,12,0,0,6,95669,76,2024-12-09,No relevant project mentioned,2024,12,9,Iterative
v2.0,28,Female,M.Sc,2.0,Junior,Enterprise,Tier-1,6,1,0,4,78505,52,2024-10-23,No relevant project mentioned,2024,10,23,Iterative
v2.0,35,Male,M.Sc,12.0,Junior,Startup,Tier-2,4,1,1,1,124161,45,2024-01-12,Built ML pipeline for preprocessing,2024,1,12,Iterative
v2.0,20,Male,M.Sc,0.0,Mid,SME,Tier-1,4,0,1,4,66545,67,2023-11-09,Worked on microservices deployment,2023,11,9,Iterative
v2.0,24,Male,B.Sc,2.1,Mid,Enterprise,Tier-2,2,0,0,1,59682,59,2023-10-05,Built ML pipeline for preprocessing,2023,10,5,Iterative
v2.0,24,Male,M.Sc,2.0,Junior,Startup,Tier-2,3,0,1,0,47230,59,2023-11-18,Contributed to open-source NLP repo,2023,11,18,Iterative
v2.0,36,Female,B.Sc+Cert,16.0,Senior,Startup,Tier-3,7,1,0,1,171392,59,2024-07-08,Worked on microservices deployment,2024,7,8,Iterative
v2.0,40,Male,B.Sc,16.0,Mid,SME,Tier-3,8,1,0,2,177399,74,2023-02-03,Built ML pipeline for preprocessing,2023,2,3,Iterative
v2.0,29,Male,B.Sc+Cert,7.0,Lead,Startup,Tier-3,4,1,1,3,123779,59,2023-04-24,Worked on microservices deployment,2023,4,24,Iterative
v2.0,29,Female,B.Sc,6.3,Lead,SME,Tier-3,5,1,1,1,116681,50,2023-01-02,Built ML pipeline for preprocessing,2023,1,2,Iterative
v2.0,30,Male,B.Sc,8.0,Senior,SME,Tier-2,1,0,1,0,108099,63,2024-07-24,Built ML pipeline for preprocessing,2024,7,24,Iterative
v2.0,37,Male,B.Sc,10.0,Senior,SME,Tier-1,4,1,1,0,152288,59,2023-02-05,No relevant project mentioned,2023,2,5,Iterative
v2.0,24,Male,B.Sc+Cert,0.0,Mid,Startup,Tier-2,5,0,0,0,37039,74,2023-01-08,Contributed to open-source NLP repo,2023,1,8,Iterative
v2.0,31,Female,B.Sc,7.0,Senior,Enterprise,Tier-2,6,0,0,6,119837,47,2023-06-10,No relevant project mentioned,2023,6,10,Iterative
v2.0,36,Male,B.Sc+Cert,12.72,Junior,Startup,Tier-2,5,0,1,6,145176,52,2024-03-27,No relevant project mentioned,2024,3,27,Iterative
v2.0,33,Male,B.Sc+Cert,11.0,Junior,Enterprise,Tier-1,5,1,0,6,147449,59,2024-06-13,Contributed to open-source NLP repo,2024,6,13,Iterative
v2.0,31,Male,B.Sc,9.0,Senior,Startup,Remote,5,1,0,1,128333,59,2024-07-29,Worked on microservices deployment,2024,7,29,Iterative
v2.0,36,Male,B.Sc,13.0,Mid,SME,Tier-1,7,1,0,2,157455,53,2024-07-26,No relevant project mentioned,2024,7,26,Iterative
v2.0,20,Male,M.Sc,0.0,Senior,Startup,Tier-1,6,1,1,7,94929,68,2023-03-24,Experience in data cleaning and ETL,2023,3,24,Iterative
v2.0,34,Male,B.Sc,12.0,Senior,Startup,Remote,4,1,1,7,159198,63,2023-01-10,Built ML pipeline for preprocessing,2023,1,10,Iterative
v2.0,26,Male,M.Sc,6.0,Junior,Startup,Tier-3,5,0,0,2,62524,70,2024-03-09,Worked on microservices deployment,2024,3,9,Iterative
v2.0,20,Female,B.Sc,0.0,Senior,SME,Tier-1,11,1,1,3,73230,48,2024-09-09,No relevant project mentioned,2024,9,9,Iterative
v2.0,33,Female,B.Sc,10.0,Junior,SME,Remote,7,0,1,1,121212,59,2023-08-21,Built ML pipeline for preprocessing,2023,8,21,Iterative
v2.0,38,Male,M.Sc,14.0,Junior,Startup,Tier-1,2,0,0,2,158150,37,2023-08-10,Worked on microservices deployment,2023,8,10,Iterative
v2.0,29,Female,B.Sc,8.0,Mid,Enterprise,Tier-3,7,0,0,0,123273,49,2024-07-04,Experience in data cleaning and ETL,2024,7,4,Iterative
v2.0,36,Male,B.Sc,12.0,Junior,Startup,Tier-2,5,0,0,5,116863,79,2023-11-17,Built ML pipeline for preprocessing,2023,11,17,Iterative
v2.0,40,Male,B.Sc,16.0,Mid,SME,Tier-2,6,0,0,0,185128,61,2024-10-06,Built ML pipeline for preprocessing,2024,10,6,Iterative
v2.0,38,Male,B.Sc,16.0,Mid,Startup,Tier-3,4,1,1,2,163826,61,2023-10-09,Built ML pipeline for preprocessing,2023,10,9,Iterative
v2.0,40,Female,B.Sc,16.0,Junior,SME,Tier-1,3,0,1,1,172629,63,2023-04-30,Built ML pipeline for preprocessing,2023,4,30,Iterative
v2.0,34,Female,M.Eng,11.0,Senior,Enterprise,Tier-1,3,1,0,1,208143,46,2023-03-04,Contributed to open-source NLP repo,2023,3,4,Iterative
v2.0,30,Male,B.Sc,9.0,Mid,SME,Tier-2,10,1,1,1,110374,57,2024-11-16,Built ML pipeline for preprocessing,2024,11,16,Iterative
v2.0,20,Female,B.Sc,0.0,Junior,Startup,Tier-1,7,2,0,3,42129,62,2024-06-26,No relevant project mentioned,2024,6,26,Iterative
v2.0,29,Male,M.Sc,3.0,Junior,Startup,Remote,4,0,0,0,69404,52,2023-06-18,Contributed to open-source NLP repo,2023,6,18,Iterative
v2.0,25,Female,B.Sc,1.0,Senior,Enterprise,Tier-2,7,2,1,3,72772,58,2024-10-13,No relevant project mentioned,2024,10,13,Iterative
v2.0,43,Female,B.Sc,20.0,Senior,Startup,Tier-1,7,1,0,0,218041,58,2023-09-30,Built ML pipeline for preprocessing,2023,9,30,Iterative
v2.0,29,Male,B.Sc+Cert,6.0,Junior,SME,Tier-2,4,2,1,0,93661,62,2024-10-19,No relevant project mentioned,2024,10,19,Iterative
v2.0,31,Female,M.Sc,8.23,Junior,Startup,Tier-1,5,2,0,2,79623,84,2024-12-06,No relevant project mentioned,2024,12,6,Iterative
v2.0,33,Male,M.Sc,10.0,Senior,Startup,Tier-1,7,0,0,0,154319,53,2024-01-04,No relevant project mentioned,2024,1,4,Iterative
v2.0,30,Male,M.Sc,8.0,Mid,Startup,Tier-2,8,1,0,7,110427,59,2024-04-16,Worked on microservices deployment,2024,4,16,Iterative
v2.0,40,Male,B.Sc,16.0,Junior,Enterprise,Remote,4,1,0,4,191623,60,2023-10-22,Built ML pipeline for preprocessing,2023,10,22,Iterative
v2.0,26,Male,M.Sc,5.0,Mid,Enterprise,Tier-2,1,2,0,3,379988,56,2023-03-15,Experience in data cleaning and ETL,2023,3,15,Iterative
v2.0,31,Female,B.Sc,11.0,Mid,SME,Tier-1,5,2,1,1,144193,68,2024-04-03,Worked on microservices deployment,2024,4,3,Iterative
v2.0,26,Male,B.Sc,4.0,Senior,Startup,Tier-2,5,0,0,0,70545,58,2024-10-09,Experience in data cleaning and ETL,2024,10,9,Iterative
v2.0,22,Male,B.Sc,0.0,Junior,SME,Tier-1,10,1,0,7,47147,55,2024-08-25,Built ML pipeline for preprocessing,2024,8,25,Iterative
v2.0,26,Female,B.Sc,5.0,Mid,SME,Tier-1,5,1,0,0,86416,46,2024-06-21,Experience in data cleaning and ETL,2024,6,21,Iterative
v2.0,30,Female,B.Sc,8.0,Junior,SME,Tier-3,4,3,1,4,96334,70,2024-08-10,Experience in data cleaning and ETL,2024,8,10,Iterative
v2.0,27,Male,B.Sc+Cert,4.0,Lead,Startup,Remote,8,4,0,0,100003,71,2024-06-30,No relevant project mentioned,2024,6,30,Iterative
v2.0,26,Other,B.Sc,3.88,Senior,Enterprise,Tier-1,3,1,1,1,90655,41,2023-07-26,Built ML pipeline for preprocessing,2023,7,26,Iterative
v2.0,22,Male,B.Sc,0.0,Mid,SME,Tier-2,3,0,0,3,35643,53,2023-06-14,Built ML pipeline for preprocessing,2023,6,14,Iterative
v2.0,30,Female,B.Sc,7.0,Mid,Enterprise,Remote,7,0,0,6,108998,75,2023-05-04,Built ML pipeline for preprocessing,2023,5,4,Iterative
v2.0,21,Male,B.Sc,0.0,Mid,Startup,Tier-1,11,2,1,0,56072,67,2023-09-30,No relevant project mentioned,2023,9,30,Iterative
v2.0,35,Male,M.Sc,11.91,Senior,Startup,Tier-1,4,1,0,1,114129,55,2024-01-17,Worked on microservices deployment,2024,1,17,Iterative
v2.0,30,Male,B.Sc,6.0,Junior,Startup,Remote,3,1,0,3,79499,56,2024-04-18,Contributed to open-source NLP repo,2024,4,18,Iterative
v2.0,21,Male,B.Sc,0.0,Senior,Enterprise,Tier-3,8,1,0,0,63200,53,2023-12-20,No relevant project mentioned,2023,12,20,Iterative
v2.0,28,Male,B.Sc,7.0,Junior,SME,Tier-1,5,2,1,0,104971,65,2023-04-07,Contributed to open-source NLP repo,2023,4,7,Iterative
v2.0,25,Male,M.Sc,1.0,Junior,Enterprise,Tier-1,8,0,0,0,67193,60,2023-03-23,Built ML pipeline for preprocessing,2023,3,23,Iterative
v2.0,32,Male,B.Sc,9.0,Mid,Enterprise,Tier-1,7,1,0,2,148209,59,2024-06-20,Contributed to open-source NLP repo,2024,6,20,Iterative
v2.0,38,Female,B.Sc,14.98,Senior,SME,Tier-2,4,1,0,3,160572,59,2023-12-27,Contributed to open-source NLP repo,2023,12,27,Iterative
v2.0,20,Male,B.Sc,0.0,Senior,SME,Tier-3,4,1,0,6,44540,58,2023-03-02,No relevant project mentioned,2023,3,2,Iterative
v2.0,31,Male,B.Sc,6.0,Mid,Enterprise,Tier-2,3,1,1,1,78651,59,2023-04-04,No relevant project mentioned,2023,4,4,Iterative
v2.0,29,Male,B.Sc,7.0,Mid,SME,Tier-2,8,0,0,2,104792,43,2023-12-31,Worked on microservices deployment,2023,12,31,Iterative
v2.0,34,Male,M.Sc,8.0,Senior,SME,Tier-1,5,1,1,2,146915,54,2024-10-14,Built ML pipeline for preprocessing,2024,10,14,Iterative
