age,gender,education,experience_years,role_seniority,company_size,location_tier,skills_count,certifications,worked_remote,last_promotion_years_ago,salary_bdt,recent_project_description_length,survey_date,recent_note,survey_year,survey_month,role_seniority_encoded
37.0,Male,B.Sc,13.0,Mid,SME,Tier-1,9.0,1.0,0.0,3.0,178069.0,59.0,2023-10-31,Built ML pipeline for preprocessing,2023.0,10.0,1.0
38.0,Male,B.Sc,15.0,Mid,SME,Tier-1,7.0,0.0,1.0,2.0,176183.0,74.0,2023-06-05,Contributed to open-source NLP repo,2023.0,6.0,1.0
29.0,Male,B.Sc,5.0,Junior,SME,Tier-1,6.0,0.0,1.0,5.0,85676.0,60.0,2023-10-27,Built ML pipeline for preprocessing,2023.0,10.0,0.0
20.0,Male,B.Sc,3.0,Lead,SME,Remote,5.0,2.0,0.0,1.0,102741.0,65.0,2024-11-01,No relevant project mentioned,2024.0,11.0,3.0
26.0,Male,B.Sc,2.0,Junior,Startup,Tier-1,1.0,0.0,0.0,4.0,45736.0,68.0,2023-09-29,Experience in data cleaning and ETL,2023.0,9.0,0.0
38.0,Male,B.Sc,15.0,Lead,Startup,Tier-2,3.0,1.0,0.0,0.0,146044.0,57.0,2023-05-03,Built ML pipeline for preprocessing,2023.0,5.0,3.0
30.0,Male,B.Sc,8.0,Junior,SME,Remote,4.0,4.0,1.0,1.0,111422.0,64.0,2024-05-25,Built ML pipeline for preprocessing,2024.0,5.0,0.0
24.0,Male,M.Sc,4.0,Junior,SME,Tier-3,6.0,2.0,1.0,0.0,70510.0,57.0,2023-10-06,Contributed to open-source NLP repo,2023.0,10.0,0.0
27.0,Female,M.Eng,4.0,Junior,SME,Tier-3,5.0,2.0,0.0,5.0,64666.0,62.0,2024-01-02,Experience in data cleaning and ETL,2024.0,1.0,0.0
35.0,Male,B.Sc,8.0,Senior,Enterprise,Remote,6.0,2.0,0.0,2.0,141165.0,55.0,2024-06-16,Experience in data cleaning and ETL,2024.0,6.0,2.0
33.0,Male,B.Sc,10.0,Senior,Startup,Tier-1,5.0,1.0,0.0,1.0,141963.0,64.0,2024-12-20,Built ML pipeline for preprocessing,2024.0,12.0,2.0
29.0,Male,B.Sc,7.0,Junior,Startup,Tier-1,4.0,2.0,1.0,2.0,82223.0,41.0,2024-09-21,No relevant project mentioned,2024.0,9.0,0.0
28.0,Male,B.Sc,6.0,Junior,SME,Tier-1,2.0,3.0,1.0,2.0,90029.0,66.0,2023-05-03,Built ML pipeline for preprocessing,2023.0,5.0,0.0
28.0,Male,M.Sc,8.8,Mid,SME,Tier-1,7.0,0.0,0.0,4.0,134192.0,51.0,2024-12-13,Built ML pipeline for preprocessing,2024.0,12.0,1.0
24.0,Male,M.Sc,3.0,Mid,SME,Tier-2,8.0,1.0,1.0,2.0,74840.0,48.0,2024-01-21,Worked on microservices deployment,2024.0,1.0,1.0
40.0,Female,B.Sc,20.0,Senior,Enterprise,Tier-1,7.0,3.0,0.0,1.0,249088.0,52.0,2024-02-01,Built ML pipeline for preprocessing,2024.0,2.0,2.0
28.0,Female,B.Sc,3.0,Junior,Enterprise,Tier-3,5.0,0.0,1.0,6.0,54214.0,64.0,2023-10-28,Built ML pipeline for preprocessing,2023.0,10.0,0.0
37.0,Male,B.Sc,13.0,Mid,Startup,Tier-1,4.0,2.0,0.0,6.0,168780.0,76.0,2024-01-29,No relevant project mentioned,2024.0,1.0,1.0
39.0,Female,B.Sc,18.8,Mid,Enterprise,Tier-1,4.0,2.0,1.0,0.0,222550.0,68.0,2024-08-25,Built ML pipeline for preprocessing,2024.0,8.0,1.0
36.0,Male,B.Sc,11.0,Lead,Startup,Tier-2,4.0,0.0,1.0,3.0,134632.0,60.8,2024-08-15,Experience in data cleaning and ETL,2024.0,8.0,3.0
27.0,Male,PhD,0.0,Mid,SME,Tier-1,3.0,0.0,1.0,1.0,77796.0,53.0,2023-08-04,Contributed to open-source NLP repo,2023.0,8.0,1.0
32.0,Male,M.Sc,12.0,Junior,SME,Tier-3,2.0,0.0,1.0,3.0,115284.0,71.0,2023-01-01,Contributed to open-source NLP repo,2023.0,1.0,0.0
30.0,Male,B.Sc,7.0,Junior,SME,Remote,8.0,1.0,0.0,3.4,83448.0,67.0,2023-05-24,No relevant project mentioned,2023.0,5.0,0.0
25.0,Female,M.Sc,3.0,Mid,Startup,Tier-3,2.0,2.0,1.0,1.0,63336.0,81.0,2023-09-07,Worked on microservices deployment,2023.0,9.0,1.0
32.0,Male,B.Sc+Cert,10.0,Mid,SME,Tier-1,3.0,2.0,1.0,7.0,130245.0,52.0,2023-06-20,Worked on microservices deployment,2023.0,6.0,1.0
23.0,Male,M.Sc,1.0,Senior,SME,Remote,10.0,0.0,0.0,1.0,87669.0,60.0,2023-05-14,Worked on microservices deployment,2023.0,5.0,2.0
37.0,Female,B.Sc,17.0,Mid,Startup,Tier-1,3.0,1.0,0.0,2.0,154132.0,56.0,2023-03-17,Worked on microservices deployment,2023.0,3.0,1.0
27.0,Male,B.Sc,0.0,Mid,Startup,Tier-3,3.0,1.0,1.0,4.0,30576.0,51.0,2024-04-24,No relevant project mentioned,2024.0,4.0,1.0
31.0,Male,M.Eng,6.0,Mid,SME,Tier-1,7.0,0.0,0.0,0.0,129495.0,45.0,2024-09-15,Built ML pipeline for preprocessing,2024.0,9.0,1.0
32.0,Male,M.Sc,8.0,Mid,SME,Tier-1,3.0,1.0,0.0,1.0,140850.0,58.0,2023-09-24,Experience in data cleaning and ETL,2023.0,9.0,1.0
28.0,Female,M.Sc,6.0,Junior,SME,Remote,7.0,2.0,1.0,0.0,107034.0,76.0,2024-04-10,Experience in data cleaning and ETL,2024.0,4.0,0.0
34.0,Female,B.Sc+Cert,15.0,Junior,Startup,Tier-1,4.8,0.0,0.0,4.0,186563.0,49.0,2024-03-25,Built ML pipeline for preprocessing,2024.0,3.0,0.0
27.0,Male,B.Sc+Cert,5.0,Mid,Enterprise,Tier-3,4.0,0.0,1.0,4.0,83617.0,56.0,2023-04-06,Worked on microservices deployment,2023.0,4.0,1.0
35.0,Male,B.Sc,12.0,Junior,Startup,Tier-1,5.0,3.0,0.0,0.8,107935.0,63.0,2023-10-03,Built ML pipeline for preprocessing,2023.0,10.0,0.0
22.0,Male,B.Sc,0.0,Junior,Enterprise,Tier-3,4.0,5.0,0.0,0.0,45492.0,54.8,2024-07-03,No relevant project mentioned,2024.0,7.0,0.0
31.0,Female,B.Sc,6.0,Junior,SME,Remote,4.0,1.0,0.0,0.6,77225.0,54.0,2023-11-08,No relevant project mentioned,2023.0,11.0,0.0
42.0,Male,B.Sc,21.0,Junior,SME,Tier-2,5.0,1.0,0.0,3.0,244974.0,52.0,2023-12-13,Built ML pipeline for preprocessing,2023.0,12.0,0.0
24.0,Male,M.Sc,6.0,Junior,Enterprise,Tier-2,3.8,0.0,1.0,2.0,100562.0,67.0,2023-09-24,Worked on microservices deployment,2023.0,9.0,0.0
26.0,Female,M.Sc,3.0,Mid,Startup,Tier-2,4.0,2.0,1.0,1.0,82530.0,67.0,2023-10-01,Built ML pipeline for preprocessing,2023.0,10.0,1.0
33.0,Male,B.Sc,10.0,Mid,Startup,Remote,8.0,0.0,0.0,1.0,120592.0,50.0,2024-08-15,Built ML pipeline for preprocessing,2024.0,8.0,1.0
31.0,Male,M.Sc,8.0,Mid,SME,Tier-1,5.0,2.0,1.0,2.0,126511.0,77.0,2023-04-08,Contributed to open-source NLP repo,2023.0,4.0,1.0
32.0,Male,M.Sc,11.0,Mid,Startup,Tier-2,9.0,1.0,1.0,0.0,149184.0,60.0,2024-07-10,No relevant project mentioned,2024.0,7.0,1.0
33.0,Female,B.Sc,9.0,Lead,SME,Tier-1,3.0,1.0,1.0,0.0,160568.0,62.0,2024-10-27,Worked on microservices deployment,2024.0,10.0,3.0
34.0,Male,B.Sc,14.0,Junior,Startup,Tier-1,2.0,0.0,1.0,0.0,132078.0,53.0,2023-11-11,Worked on microservices deployment,2023.0,11.0,0.0
37.0,Male,B.Sc,14.0,Mid,Enterprise,Tier-1,6.0,0.0,0.0,2.0,173319.0,56.0,2023-05-14,Experience in data cleaning and ETL,2023.0,5.0,1.0
32.0,Male,B.Sc,9.0,Junior,SME,Tier-2,5.0,1.0,0.0,0.0,101499.0,57.0,2024-07-08,Experience in data cleaning and ETL,2024.0,7.0,0.0
29.0,Male,B.Sc,7.0,Mid,Startup,Remote,8.0,1.0,1.0,1.0,104784.0,58.0,2023-04-04,Contributed to open-source NLP repo,2023.0,4.0,1.0
34.0,Male,B.Sc,9.0,Senior,Enterprise,Tier-1,4.0,0.0,1.0,2.0,150780.0,46.0,2023-06-29,No relevant project mentioned,2023.0,6.0,2.0
41.0,Male,B.Sc,22.0,Mid,SME,Tier-2,8.0,0.0,0.0,2.2,222321.0,48.0,2023-09-13,Built ML pipeline for preprocessing,2023.0,9.0,1.0
29.0,Other,M.Sc,9.0,Mid,SME,Tier-2,7.0,2.0,1.0,2.0,132180.0,54.0,2023-01-17,Built ML pipeline for preprocessing,2023.0,1.0,1.0
24.0,Male,M.Sc,0.0,Mid,SME,Tier-2,3.0,0.0,0.0,0.0,46856.0,47.0,2024-09-20,Built ML pipeline for preprocessing,2024.0,9.0,1.0
37.0,Male,M.Eng,9.4,Mid,SME,Remote,6.0,1.0,0.0,1.4,162392.0,69.0,2024-07-11,No relevant project mentioned,2024.0,7.0,1.0
29.0,Male,B.Sc,7.0,Junior,SME,Tier-1,8.0,2.0,0.0,0.0,96938.0,41.0,2024-11-11,Worked on microservices deployment,2024.0,11.0,0.0
20.0,Male,B.Sc,0.0,Mid,SME,Tier-1,7.0,1.0,0.0,1.0,61212.0,54.0,2023-05-21,Built ML pipeline for preprocessing,2023.0,5.0,1.0
35.0,Female,B.Sc+Cert,13.0,Mid,Startup,Tier-1,1.0,2.0,1.0,2.6,152046.0,59.2,2024-01-25,Worked on microservices deployment,2024.0,1.0,1.0
27.0,Male,B.Sc,4.0,Junior,Enterprise,Remote,6.0,0.0,0.0,2.0,80587.0,55.0,2024-12-26,No relevant project mentioned,2024.0,12.0,0.0
29.0,Male,PhD,7.0,Junior,Enterprise,Remote,5.0,1.0,0.0,3.0,118697.0,70.0,2024-11-20,Worked on microservices deployment,2024.0,11.0,0.0
32.0,Male,M.Eng,8.0,Senior,Startup,Tier-1,2.0,2.0,0.0,1.0,130088.0,54.0,2023-02-17,Contributed to open-source NLP repo,2023.0,2.0,2.0
31.0,Male,B.Sc,10.0,Junior,Enterprise,Tier-1,8.0,0.0,0.0,0.0,141309.0,55.0,2024-09-02,Worked on microservices deployment,2024.0,9.0,0.0
34.0,Male,PhD,14.0,Junior,SME,Tier-2,5.0,1.0,0.0,1.0,172101.0,68.0,2023-09-19,No relevant project mentioned,2023.0,9.0,0.0
27.0,Male,B.Sc,7.0,Mid,Startup,Tier-3,2.0,0.0,1.0,1.0,91889.0,59.0,2024-07-23,No relevant project mentioned,2024.0,7.0,1.0
33.0,Female,B.Sc,10.0,Junior,Startup,Tier-2,3.0,0.0,0.0,1.0,90521.0,77.0,2023-09-10,Worked on microservices deployment,2023.0,9.0,0.0
28.0,Female,M.Sc,6.0,Mid,Startup,Remote,6.0,3.0,1.0,0.0,101987.0,68.0,2024-12-03,No relevant project mentioned,2024.0,12.0,1.0
34.0,Male,B.Sc,8.0,Mid,Enterprise,Tier-3,8.0,1.0,0.0,1.0,109917.0,51.0,2024-05-27,Worked on microservices deployment,2024.0,5.0,1.0
34.0,Female,B.Sc+Cert,14.0,Senior,SME,Remote,5.0,1.0,1.0,2.0,169323.0,60.0,2023-06-05,Worked on microservices deployment,2023.0,6.0,2.0
24.0,Male,B.Sc,0.0,Junior,SME,Tier-2,7.0,1.0,0.0,6.0,99165.0,61.0,2024-08-25,Contributed to open-source NLP repo,2024.0,8.0,0.0
37.0,Male,B.Sc,16.0,Mid,Startup,Tier-1,2.0,0.0,0.0,3.0,178196.0,52.0,2023-07-29,Contributed to open-source NLP repo,2023.0,7.0,1.0
27.0,Male,M.Sc,3.0,Senior,SME,Tier-3,5.0,1.0,1.0,4.0,81541.0,44.0,2023-11-20,Built ML pipeline for preprocessing,2023.0,11.0,2.0
35.0,Male,M.Sc,12.0,Junior,SME,Tier-2,4.0,0.0,1.0,1.0,158108.0,63.0,2023-02-10,Built ML pipeline for preprocessing,2023.0,2.0,0.0
32.0,Male,B.Sc,8.0,Junior,Enterprise,Tier-1,5.0,1.0,0.0,0.0,112471.0,50.0,2023-12-28,Built ML pipeline for preprocessing,2023.0,12.0,0.0
41.0,Male,B.Sc,19.0,Senior,Enterprise,Tier-1,5.0,0.0,0.0,1.0,232656.0,61.0,2024-01-07,Experience in data cleaning and ETL,2024.0,1.0,2.0
29.0,Male,M.Eng,7.0,Junior,SME,Tier-2,3.0,1.0,0.0,1.0,92660.0,66.0,2024-02-20,Built ML pipeline for preprocessing,2024.0,2.0,0.0
28.0,Male,B.Sc,1.0,Mid,SME,Tier-2,6.0,1.0,0.0,3.0,57748.0,64.0,2024-09-26,Built ML pipeline for preprocessing,2024.0,9.0,1.0
30.0,Male,M.Eng,6.0,Junior,SME,Tier-2,12.0,0.0,0.0,6.0,95669.0,76.0,2024-12-09,No relevant project mentioned,2024.0,12.0,0.0
28.0,Female,M.Sc,2.0,Junior,Enterprise,Tier-1,6.0,1.2,0.0,4.0,78505.0,52.0,2024-10-23,No relevant project mentioned,2024.0,10.0,0.0
35.0,Male,M.Sc,12.0,Junior,Startup,Tier-2,4.0,1.0,1.0,1.0,124161.0,45.0,2024-01-12,Built ML pipeline for preprocessing,2024.0,1.0,0.0
20.0,Male,M.Sc,0.0,Mid,SME,Tier-1,4.0,0.0,1.0,4.0,66545.0,67.0,2023-11-09,Worked on microservices deployment,2023.0,11.0,1.0
24.0,Male,B.Sc,1.4,Mid,Enterprise,Tier-2,2.0,0.0,0.0,1.0,59682.0,54.6,2023-10-05,Built ML pipeline for preprocessing,2023.0,10.0,1.0
24.0,Male,M.Sc,2.0,Junior,Startup,Tier-2,3.0,0.0,1.0,0.0,47230.0,59.0,2023-11-18,Contributed to open-source NLP repo,2023.0,11.0,0.0
36.0,Female,B.Sc+Cert,16.0,Senior,Startup,Tier-3,7.0,1.0,0.0,1.0,171392.0,59.0,2024-07-08,Worked on microservices deployment,2024.0,7.0,2.0
40.0,Male,B.Sc,16.0,Mid,SME,Tier-3,8.0,1.0,0.0,2.0,177399.0,74.0,2023-02-03,Built ML pipeline for preprocessing,2023.0,2.0,1.0
29.0,Male,B.Sc+Cert,7.0,Lead,Startup,Tier-3,4.0,1.0,1.0,3.0,123779.0,59.0,2023-04-24,Worked on microservices deployment,2023.0,4.0,3.0
29.0,Female,B.Sc,9.6,Lead,SME,Tier-3,5.0,1.0,1.0,1.0,116681.0,50.0,2023-01-02,Built ML pipeline for preprocessing,2023.0,1.0,3.0
30.0,Male,B.Sc,8.0,Senior,SME,Tier-2,1.0,0.0,1.0,0.0,108099.0,63.0,2024-07-24,Built ML pipeline for preprocessing,2024.0,7.0,2.0
37.0,Male,B.Sc,10.0,Senior,SME,Tier-1,4.0,1.0,1.0,0.0,152288.0,59.0,2023-02-05,No relevant project mentioned,2023.0,2.0,2.0
24.0,Male,B.Sc+Cert,0.0,Mid,Startup,Tier-2,5.0,0.0,0.0,0.0,37039.0,74.0,2023-01-08,Contributed to open-source NLP repo,2023.0,1.0,1.0
31.0,Female,B.Sc,7.0,Senior,Enterprise,Tier-2,6.0,0.0,0.0,6.0,119837.0,47.0,2023-06-10,No relevant project mentioned,2023.0,6.0,2.0
36.0,Male,B.Sc+Cert,9.4,Junior,Startup,Tier-2,5.0,0.0,1.0,6.0,145176.0,52.0,2024-03-27,No relevant project mentioned,2024.0,3.0,0.0
33.0,Male,B.Sc+Cert,11.0,Junior,Enterprise,Tier-1,5.0,1.0,0.0,6.0,147449.0,62.4,2024-06-13,Contributed to open-source NLP repo,2024.0,6.0,0.0
31.0,Male,B.Sc,9.0,Senior,Startup,Remote,5.0,1.0,0.0,1.0,128333.0,64.0,2024-07-29,Worked on microservices deployment,2024.0,7.0,2.0
36.0,Male,B.Sc,13.0,Mid,SME,Tier-1,7.0,1.0,0.0,2.4,157455.0,53.0,2024-07-26,No relevant project mentioned,2024.0,7.0,1.0
20.0,Male,M.Sc,0.0,Senior,Startup,Tier-1,6.0,1.0,1.0,7.0,94929.0,68.0,2023-03-24,Experience in data cleaning and ETL,2023.0,3.0,2.0
34.0,Male,B.Sc,12.0,Senior,Startup,Remote,4.0,1.0,1.0,7.0,159198.0,63.0,2023-01-10,Built ML pipeline for preprocessing,2023.0,1.0,2.0
26.0,Male,M.Sc,6.0,Junior,Startup,Tier-3,4.0,0.0,0.0,1.0,62524.0,70.0,2024-03-09,Worked on microservices deployment,2024.0,3.0,0.0
20.0,Female,B.Sc,0.0,Senior,SME,Tier-1,11.0,1.0,1.0,3.0,73230.0,48.0,2024-09-09,No relevant project mentioned,2024.0,9.0,2.0
33.0,Female,B.Sc,10.0,Junior,SME,Remote,7.0,0.0,1.0,1.0,121212.0,60.4,2023-08-21,Built ML pipeline for preprocessing,2023.0,8.0,0.0
38.0,Male,M.Sc,14.0,Junior,Startup,Tier-1,2.0,0.0,0.0,2.4,158150.0,37.0,2023-08-10,Worked on microservices deployment,2023.0,8.0,0.0
29.0,Female,B.Sc,8.0,Mid,Enterprise,Tier-3,7.0,0.0,0.0,0.0,123273.0,49.0,2024-07-04,Experience in data cleaning and ETL,2024.0,7.0,1.0
36.0,Male,B.Sc,12.0,Junior,Startup,Tier-2,5.0,0.0,0.0,5.0,116863.0,79.0,2023-11-17,Built ML pipeline for preprocessing,2023.0,11.0,0.0
40.0,Male,B.Sc,16.0,Mid,SME,Tier-2,6.0,0.0,0.0,0.0,185128.0,61.0,2024-10-06,Built ML pipeline for preprocessing,2024.0,10.0,1.0
38.0,Male,B.Sc,16.0,Mid,Startup,Tier-3,4.0,1.0,1.0,2.0,163826.0,61.0,2023-10-09,Built ML pipeline for preprocessing,2023.0,10.0,1.0
40.0,Female,B.Sc,16.0,Junior,SME,Tier-1,3.0,0.0,1.0,1.0,172629.0,63.0,2023-04-30,Built ML pipeline for preprocessing,2023.0,4.0,0.0
34.0,Female,M.Eng,11.0,Senior,Enterprise,Tier-1,3.0,1.0,0.0,1.0,208143.0,46.0,2023-03-04,Contributed to open-source NLP repo,2023.0,3.0,2.0
30.0,Male,B.Sc,9.0,Mid,SME,Tier-2,10.0,0.4,1.0,1.0,110374.0,57.0,2024-11-16,Built ML pipeline for preprocessing,2024.0,11.0,1.0
20.0,Female,B.Sc,0.0,Junior,Startup,Tier-1,7.0,2.0,0.0,3.0,42129.0,62.0,2024-06-26,No relevant project mentioned,2024.0,6.0,0.0
29.0,Male,M.Sc,3.0,Junior,Startup,Remote,4.0,0.0,0.0,0.0,69404.0,52.0,2023-06-18,Contributed to open-source NLP repo,2023.0,6.0,0.0
25.0,Female,B.Sc,1.0,Senior,Enterprise,Tier-2,7.0,2.0,1.0,3.0,72772.0,58.0,2024-10-13,No relevant project mentioned,2024.0,10.0,2.0
43.0,Female,B.Sc,20.0,Senior,Startup,Tier-1,7.0,1.0,0.0,0.0,218041.0,58.0,2023-09-30,Built ML pipeline for preprocessing,2023.0,9.0,2.0
29.0,Male,B.Sc+Cert,6.0,Junior,SME,Tier-2,4.0,2.0,1.0,0.0,93661.0,62.0,2024-10-19,No relevant project mentioned,2024.0,10.0,0.0
31.0,Female,M.Sc,2.8,Junior,Startup,Tier-1,5.0,2.0,0.0,2.0,79623.0,84.0,2024-12-06,No relevant project mentioned,2024.0,12.0,0.0
33.0,Male,M.Sc,10.0,Senior,Startup,Tier-1,7.0,0.0,0.0,0.0,154319.0,53.0,2024-01-04,No relevant project mentioned,2024.0,1.0,2.0
30.0,Male,M.Sc,8.0,Mid,Startup,Tier-2,8.0,1.0,0.0,7.0,110427.0,59.0,2024-04-16,Worked on microservices deployment,2024.0,4.0,1.0
40.0,Male,B.Sc,16.0,Junior,Enterprise,Remote,4.0,1.0,0.0,4.0,191623.0,60.0,2023-10-22,Built ML pipeline for preprocessing,2023.0,10.0,0.0
26.0,Male,M.Sc,5.0,Mid,Enterprise,Tier-2,1.0,2.0,0.0,3.0,379988.0,56.0,2023-03-15,Experience in data cleaning and ETL,2023.0,3.0,1.0
31.0,Female,B.Sc,11.0,Mid,SME,Tier-1,4.4,2.0,1.0,1.0,144193.0,68.0,2024-04-03,Worked on microservices deployment,2024.0,4.0,1.0
26.0,Male,B.Sc,4.0,Senior,Startup,Tier-2,5.0,0.0,0.0,0.0,70545.0,58.0,2024-10-09,Experience in data cleaning and ETL,2024.0,10.0,2.0
22.0,Male,B.Sc,0.0,Junior,SME,Tier-1,10.0,1.0,0.0,7.0,47147.0,55.0,2024-08-25,Built ML pipeline for preprocessing,2024.0,8.0,0.0
26.0,Female,B.Sc,5.0,Mid,SME,Tier-1,4.8,1.0,0.0,0.0,86416.0,46.0,2024-06-21,Experience in data cleaning and ETL,2024.0,6.0,1.0
30.0,Female,B.Sc,8.0,Junior,SME,Tier-3,4.0,3.0,1.0,4.0,96334.0,70.0,2024-08-10,Experience in data cleaning and ETL,2024.0,8.0,0.0
27.0,Male,B.Sc+Cert,4.0,Lead,Startup,Remote,8.0,4.0,0.0,0.0,100003.0,71.0,2024-06-30,No relevant project mentioned,2024.0,6.0,3.0
26.0,Other,B.Sc,5.0,Senior,Enterprise,Tier-1,3.0,1.0,1.0,1.0,90655.0,41.0,2023-07-26,Built ML pipeline for preprocessing,2023.0,7.0,2.0
22.0,Male,B.Sc,0.0,Mid,SME,Tier-2,3.0,0.0,0.0,3.0,35643.0,53.0,2023-06-14,Built ML pipeline for preprocessing,2023.0,6.0,1.0
30.0,Female,B.Sc,7.0,Mid,Enterprise,Remote,7.0,0.0,0.0,6.0,108998.0,75.0,2023-05-04,Built ML pipeline for preprocessing,2023.0,5.0,1.0
21.0,Male,B.Sc,0.0,Mid,Startup,Tier-1,11.0,2.0,1.0,0.0,56072.0,67.0,2023-09-30,No relevant project mentioned,2023.0,9.0,1.0
35.0,Male,M.Sc,7.2,Senior,Startup,Tier-1,4.0,1.0,0.0,1.0,114129.0,55.0,2024-01-17,Worked on microservices deployment,2024.0,1.0,2.0
30.0,Male,B.Sc,6.0,Junior,Startup,Remote,3.0,1.0,0.0,3.0,79499.0,56.0,2024-04-18,Contributed to open-source NLP repo,2024.0,4.0,0.0
21.0,Male,B.Sc,0.0,Senior,Enterprise,Tier-3,8.0,1.0,0.0,0.0,63200.0,53.0,2023-12-20,No relevant project mentioned,2023.0,12.0,2.0
28.0,Male,B.Sc,7.0,Junior,SME,Tier-1,5.2,2.0,1.0,0.0,104971.0,65.0,2023-04-07,Contributed to open-source NLP repo,2023.0,4.0,0.0
25.0,Male,M.Sc,1.0,Junior,Enterprise,Tier-1,8.0,0.0,0.0,0.0,67193.0,60.0,2023-03-23,Built ML pipeline for preprocessing,2023.0,3.0,0.0
32.0,Male,B.Sc,9.0,Mid,Enterprise,Tier-1,7.0,1.0,0.0,2.0,148209.0,59.0,2024-06-20,Contributed to open-source NLP repo,2024.0,6.0,1.0
38.0,Female,B.Sc,12.4,Senior,SME,Tier-2,4.0,1.0,0.0,3.0,160572.0,54.8,2023-12-27,Contributed to open-source NLP repo,2023.0,12.0,2.0
20.0,Male,B.Sc,0.0,Senior,SME,Tier-3,4.0,1.0,0.0,6.0,44540.0,58.0,2023-03-02,No relevant project mentioned,2023.0,3.0,2.0
31.0,Male,B.Sc,6.0,Mid,Enterprise,Tier-2,3.0,1.6,1.0,1.0,78651.0,55.0,2023-04-04,No relevant project mentioned,2023.0,4.0,1.0
29.0,Male,B.Sc,7.0,Mid,SME,Tier-2,8.0,0.0,0.0,3.0,104792.0,43.0,2023-12-31,Worked on microservices deployment,2023.0,12.0,1.0
34.0,Male,M.Sc,8.0,Senior,SME,Tier-1,5.0,1.0,1.0,0.6,146915.0,54.0,2024-10-14,Built ML pipeline for preprocessing,2024.0,10.0,2.0
31.0,Female,M.Sc,7.0,Junior,SME,Tier-1,5.0,1.0,1.0,0.0,111908.0,76.0,2023-10-23,Experience in data cleaning and ETL,2023.0,10.0,0.0
25.0,Female,M.Eng,6.0,Senior,Enterprise,Tier-1,5.0,2.0,0.0,1.0,154605.0,57.0,2024-11-12,Worked on microservices deployment,2024.0,11.0,2.0
28.0,Male,B.Sc,1.0,Mid,SME,Tier-3,3.0,3.0,1.0,2.0,55956.0,55.0,2023-06-19,Built ML pipeline for preprocessing,2023.0,6.0,1.0
25.0,Male,B.Sc,2.0,Mid,Enterprise,Tier-2,7.0,4.0,0.0,0.0,80564.0,59.8,2023-10-26,Contributed to open-source NLP repo,2023.0,10.0,1.0
36.0,Female,B.Sc,8.0,Junior,Startup,Tier-1,4.0,0.8,1.0,2.0,107631.0,50.0,2024-12-08,Experience in data cleaning and ETL,2024.0,12.0,0.0
30.0,Male,PhD,6.0,Mid,SME,Tier-2,5.0,0.0,0.0,7.0,113750.0,59.8,2024-10-29,Worked on microservices deployment,2024.0,10.0,1.0
41.0,Female,M.Sc,21.0,Junior,Startup,Tier-3,4.0,2.0,1.0,5.0,235806.0,51.0,2024-09-02,Worked on microservices deployment,2024.0,9.0,0.0
30.0,Male,M.Sc,8.0,Junior,Startup,Tier-2,6.4,1.0,0.0,1.0,97396.0,46.0,2023-11-13,No relevant project mentioned,2023.0,11.0,0.0
26.0,Female,B.Sc,1.0,Junior,Enterprise,Tier-1,5.0,1.0,1.0,1.0,54224.0,52.0,2024-10-06,Contributed to open-source NLP repo,2024.0,10.0,0.0
21.0,Male,B.Sc,3.0,Junior,Enterprise,Tier-1,3.0,0.0,1.0,1.0,82572.0,56.0,2024-10-12,Built ML pipeline for preprocessing,2024.0,10.0,0.0
20.0,Male,B.Sc,0.0,Mid,Enterprise,Tier-1,3.0,2.0,0.0,5.0,59836.0,63.0,2023-09-21,Experience in data cleaning and ETL,2023.0,9.0,1.0
20.0,Female,M.Sc,0.0,Senior,Enterprise,Tier-3,4.0,0.0,0.0,7.0,67026.0,41.0,2024-10-22,Built ML pipeline for preprocessing,2024.0,10.0,2.0
32.0,Male,B.Sc+Cert,8.0,Junior,Startup,Tier-2,6.0,0.0,1.0,4.0,102504.0,68.0,2024-04-24,No relevant project mentioned,2024.0,4.0,0.0
33.0,Male,B.Sc+Cert,10.0,Mid,Startup,Tier-3,5.0,1.0,0.0,2.0,107062.0,65.0,2023-09-18,Built ML pipeline for preprocessing,2023.0,9.0,1.0
21.0,Male,B.Sc,1.0,Mid,SME,Remote,4.0,1.0,1.0,0.0,50376.0,59.0,2024-06-29,Experience in data cleaning and ETL,2024.0,6.0,1.0
35.0,Male,B.Sc,11.0,Mid,Enterprise,Remote,4.4,0.0,1.0,6.0,152969.0,64.0,2024-06-04,Built ML pipeline for preprocessing,2024.0,6.0,1.0
27.0,Male,B.Sc+Cert,5.0,Senior,Startup,Tier-1,5.0,2.0,1.0,5.0,116051.0,59.0,2023-02-12,No relevant project mentioned,2023.0,2.0,2.0
31.0,Male,M.Sc,7.0,Mid,Enterprise,Tier-1,2.0,1.0,0.0,4.0,138036.0,62.0,2023-04-06,Worked on microservices deployment,2023.0,4.0,1.0
40.0,Male,B.Sc,14.0,Senior,SME,Tier-2,5.0,0.0,0.0,1.0,168120.0,54.4,2024-01-29,Contributed to open-source NLP repo,2024.0,1.0,2.0
35.0,Male,B.Sc,16.0,Mid,Enterprise,Tier-1,5.0,2.0,1.0,0.6,173718.0,54.0,2024-06-07,Contributed to open-source NLP repo,2024.0,6.0,1.0
28.0,Female,B.Sc,3.8,Mid,SME,Tier-3,3.0,1.0,0.0,0.0,79512.0,49.0,2023-12-21,Worked on microservices deployment,2023.0,12.0,1.0
