age,gender,education,experience_years,role_seniority,company_size,location_tier,skills_count,certifications,worked_remote,last_promotion_years_ago,salary_bdt,recent_project_description_length,survey_date,recent_note,survey_year,survey_month,role_seniority_encoded,survey_day,survey_quarter,survey_day_of_week,estimated_joining_date,joining_year,joining_month,joining_day,joining_quarter,joining_day_of_week,tenure_years,tenure_months,tenure_category
27,Male,B.Sc,,Mid,Startup,Tier-3,2.0,0.0,1,1.0,91889,59.0,2024-07-23,No relevant project mentioned,2024,7,1,23,3,Tuesday,,,,,,,,,
33,Female,B.Sc,10.0,Junior,Startup,Tier-2,3.0,0.0,0,1.0,90521,77.0,2023-09-10,Worked on microservices deployment,2023,9,0,10,3,Sunday,2013-09-09 12:00:00,2013.0,9.0,9.0,3.0,Monday,12.95,155,11-20 Years
28,Female,M.Sc,6.0,Mid,Startup,Remote,6.0,3.0,1,0.0,101987,68.0,2024-12-03,No relevant project mentioned,2024,12,1,3,4,Tuesday,2018-12-03 12:00:00,2018.0,12.0,3.0,4.0,Monday,7.72,93,6-10 Years
34,Male,B.Sc,8.0,Mid,Enterprise,Tier-3,8.0,1.0,0,1.0,109917,51.0,2024-05-27,Worked on microservices deployment,2024,5,1,27,2,Monday,2016-05-27 00:00:00,2016.0,5.0,27.0,2.0,Friday,10.24,123,11-20 Years
34,Female,B.Sc+Cert,14.0,Senior,SME,Remote,5.0,1.0,1,2.0,169323,60.0,2023-06-05,Worked on microservices deployment,2023,6,2,5,2,Monday,2009-06-04 12:00:00,2009.0,6.0,4.0,2.0,Thursday,17.22,207,11-20 Years
24,Male,,0.0,Junior,SME,Tier-2,7.0,1.0,0,6.0,99165,61.0,2024-08-25,Contributed to open-source NLP repo,2024,8,0,25,3,Sunday,2024-08-25 00:00:00,2024.0,8.0,25.0,3.0,Sunday,1.99,24,0-2 Years
37,Male,B.Sc,16.0,Mid,Startup,Tier-1,2.0,0.0,0,3.0,178196,52.0,2023-07-29,Contributed to open-source NLP repo,2023,7,1,29,3,Saturday,2007-07-29 00:00:00,2007.0,7.0,29.0,3.0,Sunday,19.07,229,11-20 Years
27,Male,M.Sc,3.0,Senior,SME,Tier-3,5.0,1.0,1,4.0,81541,44.0,2023-11-20,,2023,11,2,20,4,Monday,2020-11-19 06:00:00,2020.0,11.0,19.0,4.0,Thursday,5.75,69,6-10 Years
35,Male,M.Sc,12.0,Junior,SME,Tier-2,4.0,0.0,1,1.0,158108,63.0,2023-02-10,,2023,2,0,10,1,Friday,2011-02-10 00:00:00,2011.0,2.0,10.0,1.0,Thursday,15.53,186,11-20 Years
32,Male,B.Sc,8.0,Junior,Enterprise,Tier-1,5.0,1.0,0,0.0,112471,50.0,2023-12-28,Built ML pipeline for preprocessing,2023,12,0,28,4,Thursday,2015-12-28 00:00:00,2015.0,12.0,28.0,4.0,Monday,10.65,128,11-20 Years
41,Male,B.Sc,19.0,Senior,Enterprise,Tier-1,5.0,0.0,0,1.0,232656,61.0,2024-01-07,Experience in data cleaning and ETL,2024,1,2,7,1,Sunday,2005-01-06 06:00:00,2005.0,1.0,6.0,1.0,Thursday,21.62,259,20+ Years
29,Male,M.Eng,7.0,Junior,SME,Tier-2,3.0,1.0,0,1.0,92660,66.0,2024-02-20,Built ML pipeline for preprocessing,2024,2,0,20,1,Tuesday,2017-02-19 06:00:00,2017.0,2.0,19.0,1.0,Sunday,9.5,114,6-10 Years
28,Male,B.Sc,1.0,Mid,SME,Tier-2,6.0,1.0,0,3.0,57748,64.0,2024-09-26,Built ML pipeline for preprocessing,2024,9,1,26,3,Thursday,2023-09-26 18:00:00,2023.0,9.0,26.0,3.0,Tuesday,2.9,35,3-5 Years
30,Male,M.Eng,6.0,Junior,SME,Tier-2,12.0,0.0,0,6.0,95669,76.0,2024-12-09,No relevant project mentioned,2024,12,0,9,4,Monday,2018-12-09 12:00:00,2018.0,12.0,9.0,4.0,Sunday,7.7,92,6-10 Years
28,Female,M.Sc,2.0,Junior,Enterprise,Tier-1,6.0,,0,4.0,78505,52.0,2024-10-23,No relevant project mentioned,2024,10,0,23,4,Wednesday,2022-10-23 12:00:00,2022.0,10.0,23.0,4.0,Sunday,3.83,46,3-5 Years
35,Male,M.Sc,12.0,Junior,Startup,Tier-2,4.0,1.0,1,1.0,124161,45.0,2024-01-12,,2024,1,0,12,1,Friday,2012-01-12 00:00:00,2012.0,1.0,12.0,1.0,Thursday,14.61,175,11-20 Years
20,Male,M.Sc,0.0,Mid,SME,Tier-1,4.0,0.0,1,4.0,66545,67.0,2023-11-09,Worked on microservices deployment,2023,11,1,9,4,Thursday,2023-11-09 00:00:00,2023.0,11.0,9.0,4.0,Thursday,2.79,33,3-5 Years
24,Male,B.Sc,,Mid,Enterprise,Tier-2,2.0,0.0,0,1.0,59682,,2023-10-05,Built ML pipeline for preprocessing,2023,10,1,5,4,Thursday,,,,,,,,,
24,Male,M.Sc,2.0,Junior,Startup,Tier-2,3.0,0.0,1,0.0,47230,59.0,2023-11-18,Contributed to open-source NLP repo,2023,11,0,18,4,Saturday,2021-11-17 12:00:00,2021.0,11.0,17.0,4.0,Wednesday,4.76,57,3-5 Years
36,Female,B.Sc+Cert,16.0,Senior,Startup,Tier-3,7.0,1.0,0,1.0,171392,59.0,2024-07-08,Worked on microservices deployment,2024,7,2,8,3,Monday,2008-07-08 00:00:00,2008.0,7.0,8.0,3.0,Tuesday,18.12,217,11-20 Years
40,Male,B.Sc,16.0,Mid,SME,Tier-3,8.0,1.0,0,2.0,177399,74.0,2023-02-03,,2023,2,1,3,1,Friday,2007-02-03 00:00:00,2007.0,2.0,3.0,1.0,Saturday,19.55,235,11-20 Years
29,Male,B.Sc+Cert,7.0,Lead,Startup,Tier-3,4.0,1.0,1,3.0,123779,59.0,2023-04-24,Worked on microservices deployment,2023,4,3,24,2,Monday,2016-04-23 06:00:00,2016.0,4.0,23.0,2.0,Saturday,10.33,124,11-20 Years
29,Female,B.Sc,,Lead,SME,Tier-3,5.0,1.0,1,1.0,116681,50.0,2023-01-02,,2023,1,3,2,1,Monday,,,,,,,,,
30,Male,B.Sc,8.0,Senior,SME,Tier-2,1.0,0.0,1,0.0,108099,63.0,2024-07-24,,2024,7,2,24,3,Wednesday,2016-07-24 00:00:00,2016.0,7.0,24.0,3.0,Sunday,10.08,121,11-20 Years
37,Male,B.Sc,10.0,Senior,SME,Tier-1,4.0,1.0,1,0.0,152288,59.0,2023-02-05,No relevant project mentioned,2023,2,2,5,1,Sunday,2013-02-04 12:00:00,2013.0,2.0,4.0,1.0,Monday,13.54,162,11-20 Years
24,Male,B.Sc+Cert,0.0,Mid,Startup,Tier-2,5.0,0.0,0,0.0,37039,74.0,2023-01-08,Contributed to open-source NLP repo,2023,1,1,8,1,Sunday,2023-01-08 00:00:00,2023.0,1.0,8.0,1.0,Sunday,3.62,43,3-5 Years
31,Female,B.Sc,7.0,Senior,Enterprise,Tier-2,6.0,0.0,0,6.0,119837,47.0,2023-06-10,No relevant project mentioned,2023,6,2,10,2,Saturday,2016-06-09 06:00:00,2016.0,6.0,9.0,2.0,Thursday,10.2,122,11-20 Years
36,Male,B.Sc+Cert,,Junior,Startup,Tier-2,5.0,0.0,1,6.0,145176,52.0,2024-03-27,No relevant project mentioned,2024,3,0,27,1,Wednesday,,,,,,,,,
33,Male,B.Sc+Cert,11.0,Junior,Enterprise,Tier-1,5.0,1.0,0,6.0,147449,,2024-06-13,Contributed to open-source NLP repo,2024,6,0,13,2,Thursday,2013-06-13 06:00:00,2013.0,6.0,13.0,2.0,Thursday,13.19,158,11-20 Years
31,Male,B.Sc,9.0,Senior,Startup,Remote,5.0,1.0,0,1.0,128333,,2024-07-29,Worked on microservices deployment,2024,7,2,29,3,Monday,2015-07-29 18:00:00,2015.0,7.0,29.0,3.0,Wednesday,11.07,133,11-20 Years
36,Male,B.Sc,13.0,Mid,SME,Tier-1,7.0,1.0,0,,157455,53.0,2024-07-26,No relevant project mentioned,2024,7,1,26,3,Friday,2011-07-26 18:00:00,2011.0,7.0,26.0,3.0,Tuesday,15.07,181,11-20 Years
20,Male,M.Sc,0.0,Senior,Startup,Tier-1,6.0,1.0,1,7.0,94929,68.0,2023-03-24,Experience in data cleaning and ETL,2023,3,2,24,1,Friday,2023-03-24 00:00:00,2023.0,3.0,24.0,1.0,Friday,3.42,41,3-5 Years
34,Male,B.Sc,12.0,Senior,Startup,Remote,4.0,1.0,1,7.0,159198,63.0,2023-01-10,,2023,1,2,10,1,Tuesday,2011-01-10 00:00:00,2011.0,1.0,10.0,1.0,Monday,15.62,187,11-20 Years
26,Male,M.Sc,6.0,Junior,Startup,Tier-3,,0.0,0,,62524,70.0,2024-03-09,Worked on microservices deployment,2024,3,0,9,1,Saturday,2018-03-09 12:00:00,2018.0,3.0,9.0,1.0,Friday,8.45,101,6-10 Years
20,Female,B.Sc,0.0,Senior,SME,Tier-1,11.0,1.0,1,3.0,73230,48.0,2024-09-09,No relevant project mentioned,2024,9,2,9,3,Monday,2024-09-09 00:00:00,2024.0,9.0,9.0,3.0,Monday,1.95,23,0-2 Years
33,Female,B.Sc,10.0,Junior,SME,Remote,7.0,0.0,1,1.0,121212,,2023-08-21,,2023,8,0,21,3,Monday,2013-08-20 12:00:00,2013.0,8.0,20.0,3.0,Tuesday,13.0,156,11-20 Years
38,Male,M.Sc,14.0,Junior,Startup,Tier-1,2.0,0.0,0,,158150,37.0,2023-08-10,Worked on microservices deployment,2023,8,0,10,3,Thursday,2009-08-09 12:00:00,2009.0,8.0,9.0,3.0,Sunday,17.03,204,11-20 Years
29,Female,B.Sc,8.0,Mid,Enterprise,Tier-3,7.0,0.0,0,0.0,123273,49.0,2024-07-04,Experience in data cleaning and ETL,2024,7,1,4,3,Thursday,2016-07-04 00:00:00,2016.0,7.0,4.0,3.0,Monday,10.14,122,11-20 Years
36,Male,B.Sc,12.0,Junior,Startup,Tier-2,5.0,0.0,0,5.0,116863,79.0,2023-11-17,,2023,11,0,17,4,Friday,2011-11-17 00:00:00,2011.0,11.0,17.0,4.0,Thursday,14.77,177,11-20 Years
40,Male,B.Sc,16.0,Mid,SME,Tier-2,6.0,0.0,0,0.0,185128,61.0,2024-10-06,,2024,10,1,6,4,Sunday,2008-10-06 00:00:00,2008.0,10.0,6.0,4.0,Monday,17.88,215,11-20 Years
38,Male,B.Sc,16.0,Mid,Startup,Tier-3,4.0,1.0,1,2.0,163826,61.0,2023-10-09,,2023,10,1,9,4,Monday,2007-10-09 00:00:00,2007.0,10.0,9.0,4.0,Tuesday,18.87,226,11-20 Years
40,Female,B.Sc,16.0,Junior,SME,Tier-1,3.0,0.0,1,1.0,172629,63.0,2023-04-30,Built ML pipeline for preprocessing,2023,4,0,30,2,Sunday,2007-04-30 00:00:00,2007.0,4.0,30.0,2.0,Monday,19.32,232,11-20 Years
34,Female,M.Eng,11.0,Senior,Enterprise,Tier-1,3.0,1.0,0,1.0,208143,46.0,2023-03-04,Contributed to open-source NLP repo,2023,3,2,4,1,Saturday,2012-03-03 06:00:00,2012.0,3.0,3.0,1.0,Saturday,14.47,174,11-20 Years
30,Male,B.Sc,9.0,Mid,SME,Tier-2,10.0,,1,1.0,110374,57.0,2024-11-16,Built ML pipeline for preprocessing,2024,11,1,16,4,Saturday,2015-11-16 18:00:00,2015.0,11.0,16.0,4.0,Monday,10.77,129,11-20 Years
20,Female,B.Sc,0.0,Junior,Startup,Tier-1,7.0,2.0,0,3.0,42129,62.0,2024-06-26,No relevant project mentioned,2024,6,0,26,2,Wednesday,2024-06-26 00:00:00,2024.0,6.0,26.0,2.0,Wednesday,2.16,26,3-5 Years
29,Male,M.Sc,3.0,Junior,Startup,Remote,4.0,0.0,0,0.0,69404,52.0,2023-06-18,Contributed to open-source NLP repo,2023,6,0,18,2,Sunday,2020-06-17 06:00:00,2020.0,6.0,17.0,2.0,Wednesday,6.18,74,6-10 Years
25,Female,B.Sc,1.0,Senior,Enterprise,Tier-2,7.0,2.0,1,3.0,72772,58.0,2024-10-13,No relevant project mentioned,2024,10,2,13,4,Sunday,2023-10-13 18:00:00,2023.0,10.0,13.0,4.0,Friday,2.86,34,3-5 Years
43,Female,B.Sc,20.0,Senior,Startup,Tier-1,7.0,1.0,0,0.0,218041,58.0,2023-09-30,,2023,9,2,30,3,Saturday,2003-09-30 00:00:00,2003.0,9.0,30.0,3.0,Tuesday,22.9,275,20+ Years
29,Male,B.Sc+Cert,6.0,Junior,SME,Tier-2,4.0,2.0,1,0.0,93661,62.0,2024-10-19,No relevant project mentioned,2024,10,0,19,4,Saturday,2018-10-19 12:00:00,2018.0,10.0,19.0,4.0,Friday,7.84,94,6-10 Years
31,Female,M.Sc,,Junior,Startup,Tier-1,5.0,2.0,0,2.0,79623,84.0,2024-12-06,No relevant project mentioned,2024,12,0,6,4,Friday,,,,,,,,,
33,Male,M.Sc,10.0,Senior,Startup,Tier-1,7.0,0.0,0,0.0,154319,53.0,2024-01-04,No relevant project mentioned,2024,1,2,4,1,Thursday,2014-01-03 12:00:00,2014.0,1.0,3.0,1.0,Friday,12.63,152,11-20 Years
30,Male,M.Sc,8.0,Mid,Startup,Tier-2,8.0,1.0,0,7.0,110427,59.0,2024-04-16,Worked on microservices deployment,2024,4,1,16,2,Tuesday,2016-04-16 00:00:00,2016.0,4.0,16.0,2.0,Saturday,10.35,124,11-20 Years
40,Male,B.Sc,16.0,Junior,Enterprise,Remote,4.0,1.0,0,4.0,191623,60.0,2023-10-22,,2023,10,0,22,4,Sunday,2007-10-22 00:00:00,2007.0,10.0,22.0,4.0,Monday,18.84,226,11-20 Years
26,Male,M.Sc,5.0,Mid,Enterprise,Tier-2,1.0,2.0,0,3.0,379988,56.0,2023-03-15,Experience in data cleaning and ETL,2023,3,1,15,1,Wednesday,2018-03-14 18:00:00,2018.0,3.0,14.0,1.0,Wednesday,8.44,101,6-10 Years
31,Female,B.Sc,11.0,Mid,SME,Tier-1,,2.0,1,1.0,144193,68.0,2024-04-03,Worked on microservices deployment,2024,4,1,3,2,Wednesday,2013-04-03 06:00:00,2013.0,4.0,3.0,2.0,Wednesday,13.39,161,11-20 Years
26,Male,B.Sc,4.0,Senior,Startup,Tier-2,5.0,0.0,0,0.0,70545,58.0,2024-10-09,Experience in data cleaning and ETL,2024,10,2,9,4,Wednesday,2020-10-09 00:00:00,2020.0,10.0,9.0,4.0,Friday,5.87,70,6-10 Years
22,Male,B.Sc,0.0,Junior,SME,Tier-1,10.0,1.0,0,7.0,47147,55.0,2024-08-25,Built ML pipeline for preprocessing,2024,8,0,25,3,Sunday,2024-08-25 00:00:00,2024.0,8.0,25.0,3.0,Sunday,1.99,24,0-2 Years
26,Female,B.Sc,5.0,Mid,SME,Tier-1,,1.0,0,0.0,86416,46.0,2024-06-21,Experience in data cleaning and ETL,2024,6,1,21,2,Friday,2019-06-21 18:00:00,2019.0,6.0,21.0,2.0,Friday,7.17,86,6-10 Years
30,Female,B.Sc,8.0,Junior,SME,Tier-3,4.0,3.0,1,4.0,96334,70.0,2024-08-10,Experience in data cleaning and ETL,2024,8,0,10,3,Saturday,2016-08-10 00:00:00,2016.0,8.0,10.0,3.0,Wednesday,10.03,120,11-20 Years
27,Male,B.Sc+Cert,4.0,Lead,Startup,Remote,8.0,4.0,0,0.0,100003,71.0,2024-06-30,No relevant project mentioned,2024,6,3,30,2,Sunday,2020-06-30 00:00:00,2020.0,6.0,30.0,2.0,Tuesday,6.15,74,6-10 Years
26,Other,B.Sc,,Senior,Enterprise,Tier-1,3.0,1.0,1,1.0,90655,41.0,2023-07-26,Built ML pipeline for preprocessing,2023,7,2,26,3,Wednesday,,,,,,,,,
22,Male,B.Sc,0.0,Mid,SME,Tier-2,3.0,0.0,0,3.0,35643,53.0,2023-06-14,Built ML pipeline for preprocessing,2023,6,1,14,2,Wednesday,2023-06-14 00:00:00,2023.0,6.0,14.0,2.0,Wednesday,3.19,38,3-5 Years
30,Female,B.Sc,7.0,Mid,Enterprise,Remote,7.0,0.0,0,6.0,108998,75.0,2023-05-04,,2023,5,1,4,2,Thursday,2016-05-03 06:00:00,2016.0,5.0,3.0,2.0,Tuesday,10.3,124,11-20 Years
21,Male,B.Sc,0.0,Mid,Startup,Tier-1,11.0,2.0,1,0.0,56072,67.0,2023-09-30,No relevant project mentioned,2023,9,1,30,3,Saturday,2023-09-30 00:00:00,2023.0,9.0,30.0,3.0,Saturday,2.9,35,3-5 Years
35,Male,M.Sc,,Senior,Startup,Tier-1,4.0,1.0,0,1.0,114129,55.0,2024-01-17,Worked on microservices deployment,2024,1,2,17,1,Wednesday,,,,,,,,,
30,Male,B.Sc,6.0,Junior,Startup,Remote,3.0,1.0,0,3.0,79499,56.0,2024-04-18,Contributed to open-source NLP repo,2024,4,0,18,2,Thursday,2018-04-18 12:00:00,2018.0,4.0,18.0,2.0,Wednesday,8.34,100,6-10 Years
21,Male,B.Sc,0.0,Senior,Enterprise,Tier-3,8.0,1.0,0,0.0,63200,53.0,2023-12-20,No relevant project mentioned,2023,12,2,20,4,Wednesday,2023-12-20 00:00:00,2023.0,12.0,20.0,4.0,Wednesday,2.67,32,3-5 Years
28,Male,B.Sc,7.0,Junior,SME,Tier-1,,2.0,1,0.0,104971,65.0,2023-04-07,Contributed to open-source NLP repo,2023,4,0,7,2,Friday,2016-04-06 06:00:00,2016.0,4.0,6.0,2.0,Wednesday,10.38,125,11-20 Years
25,Male,M.Sc,1.0,Junior,Enterprise,Tier-1,8.0,0.0,0,0.0,67193,60.0,2023-03-23,,2023,3,0,23,1,Thursday,2022-03-22 18:00:00,2022.0,3.0,22.0,1.0,Tuesday,4.42,53,3-5 Years
32,Male,B.Sc,9.0,Mid,Enterprise,Tier-1,7.0,1.0,0,2.0,148209,59.0,2024-06-20,Contributed to open-source NLP repo,2024,6,1,20,2,Thursday,2015-06-20 18:00:00,2015.0,6.0,20.0,2.0,Saturday,11.17,134,11-20 Years
38,Female,B.Sc,,Senior,SME,Tier-2,4.0,1.0,0,3.0,160572,,2023-12-27,Contributed to open-source NLP repo,2023,12,2,27,4,Wednesday,,,,,,,,,
20,Male,B.Sc,0.0,Senior,SME,Tier-3,4.0,1.0,0,6.0,44540,58.0,2023-03-02,No relevant project mentioned,2023,3,2,2,1,Thursday,2023-03-02 00:00:00,2023.0,3.0,2.0,1.0,Thursday,3.48,42,3-5 Years
31,Male,B.Sc,6.0,Mid,Enterprise,Tier-2,3.0,,1,1.0,78651,,2023-04-04,No relevant project mentioned,2023,4,1,4,2,Tuesday,2017-04-03 12:00:00,2017.0,4.0,3.0,2.0,Monday,9.39,113,6-10 Years
29,Male,B.Sc,7.0,Mid,SME,Tier-2,8.0,0.0,0,,104792,43.0,2023-12-31,Worked on microservices deployment,2023,12,1,31,4,Sunday,2016-12-30 06:00:00,2016.0,12.0,30.0,4.0,Friday,9.64,116,6-10 Years
34,Male,M.Sc,8.0,Senior,SME,Tier-1,,1.0,1,,146915,54.0,2024-10-14,Built ML pipeline for preprocessing,2024,10,2,14,4,Monday,2016-10-14 00:00:00,2016.0,10.0,14.0,4.0,Friday,9.86,118,6-10 Years
31,Female,M.Sc,7.0,Junior,SME,Tier-1,5.0,1.0,1,0.0,111908,76.0,2023-10-23,Experience in data cleaning and ETL,2023,10,0,23,4,Monday,2016-10-22 06:00:00,2016.0,10.0,22.0,4.0,Saturday,9.83,118,6-10 Years
25,Female,M.Eng,6.0,Senior,Enterprise,Tier-1,5.0,2.0,0,1.0,154605,57.0,2024-11-12,Worked on microservices deployment,2024,11,2,12,4,Tuesday,2018-11-12 12:00:00,2018.0,11.0,12.0,4.0,Monday,7.78,93,6-10 Years
28,Male,B.Sc,1.0,Mid,SME,Tier-3,3.0,3.0,1,2.0,55956,55.0,2023-06-19,Built ML pipeline for preprocessing,2023,6,1,19,2,Monday,2022-06-18 18:00:00,2022.0,6.0,18.0,2.0,Saturday,4.18,50,3-5 Years
25,Male,B.Sc,2.0,Mid,Enterprise,Tier-2,7.0,4.0,0,0.0,80564,,2023-10-26,Contributed to open-source NLP repo,2023,10,1,26,4,Thursday,2021-10-25 12:00:00,2021.0,10.0,25.0,4.0,Monday,4.82,58,3-5 Years
36,Female,B.Sc,8.0,Junior,Startup,Tier-1,4.0,,1,2.0,107631,50.0,2024-12-08,Experience in data cleaning and ETL,2024,12,0,8,4,Sunday,2016-12-08 00:00:00,2016.0,12.0,8.0,4.0,Thursday,9.71,117,6-10 Years
30,Male,PhD,6.0,Mid,SME,Tier-2,5.0,0.0,0,7.0,113750,,2024-10-29,Worked on microservices deployment,2024,10,1,29,4,Tuesday,2018-10-29 12:00:00,2018.0,10.0,29.0,4.0,Monday,7.81,94,6-10 Years
41,Female,M.Sc,21.0,Junior,Startup,Tier-3,4.0,2.0,1,5.0,235806,51.0,2024-09-02,Worked on microservices deployment,2024,9,0,2,3,Monday,2003-09-02 18:00:00,2003.0,9.0,2.0,3.0,Tuesday,22.97,276,20+ Years
30,Male,M.Sc,8.0,Junior,Startup,Tier-2,,1.0,0,1.0,97396,46.0,2023-11-13,No relevant project mentioned,2023,11,0,13,4,Monday,2015-11-13 00:00:00,2015.0,11.0,13.0,4.0,Friday,10.78,129,11-20 Years
26,Female,B.Sc,1.0,Junior,Enterprise,Tier-1,5.0,1.0,1,1.0,54224,52.0,2024-10-06,Contributed to open-source NLP repo,2024,10,0,6,4,Sunday,2023-10-06 18:00:00,2023.0,10.0,6.0,4.0,Friday,2.88,35,3-5 Years
21,Male,B.Sc,3.0,Junior,Enterprise,Tier-1,3.0,0.0,1,1.0,82572,56.0,2024-10-12,Built ML pipeline for preprocessing,2024,10,0,12,4,Saturday,2021-10-12 06:00:00,2021.0,10.0,12.0,4.0,Tuesday,4.86,58,3-5 Years
20,Male,B.Sc,0.0,Mid,Enterprise,Tier-1,3.0,2.0,0,5.0,59836,63.0,2023-09-21,Experience in data cleaning and ETL,2023,9,1,21,3,Thursday,2023-09-21 00:00:00,2023.0,9.0,21.0,3.0,Thursday,2.92,35,3-5 Years
20,Female,M.Sc,0.0,Senior,Enterprise,Tier-3,4.0,0.0,0,7.0,67026,41.0,2024-10-22,,2024,10,2,22,4,Tuesday,2024-10-22 00:00:00,2024.0,10.0,22.0,4.0,Tuesday,1.83,22,0-2 Years
32,Male,B.Sc+Cert,8.0,Junior,Startup,Tier-2,6.0,0.0,1,4.0,102504,68.0,2024-04-24,No relevant project mentioned,2024,4,0,24,2,Wednesday,2016-04-24 00:00:00,2016.0,4.0,24.0,2.0,Sunday,10.33,124,11-20 Years
33,Male,B.Sc+Cert,10.0,Mid,Startup,Tier-3,5.0,1.0,0,2.0,107062,65.0,2023-09-18,Built ML pipeline for preprocessing,2023,9,1,18,3,Monday,2013-09-17 12:00:00,2013.0,9.0,17.0,3.0,Tuesday,12.93,155,11-20 Years
21,Male,B.Sc,1.0,Mid,SME,Remote,4.0,1.0,1,0.0,50376,59.0,2024-06-29,Experience in data cleaning and ETL,2024,6,1,29,2,Saturday,2023-06-29 18:00:00,2023.0,6.0,29.0,2.0,Thursday,3.15,38,3-5 Years
35,Male,B.Sc,11.0,Mid,Enterprise,Remote,,0.0,1,6.0,152969,64.0,2024-06-04,Built ML pipeline for preprocessing,2024,6,1,4,2,Tuesday,2013-06-04 06:00:00,2013.0,6.0,4.0,2.0,Tuesday,13.22,159,11-20 Years
27,Male,B.Sc+Cert,5.0,Senior,Startup,Tier-1,5.0,2.0,1,5.0,116051,,2023-02-12,No relevant project mentioned,2023,2,2,12,1,Sunday,2018-02-11 18:00:00,2018.0,2.0,11.0,1.0,Sunday,8.53,102,6-10 Years
31,Male,M.Sc,7.0,Mid,Enterprise,Tier-1,2.0,1.0,0,4.0,138036,62.0,2023-04-06,Worked on microservices deployment,2023,4,1,6,2,Thursday,2016-04-05 06:00:00,2016.0,4.0,5.0,2.0,Tuesday,10.38,125,11-20 Years
40,Male,B.Sc,14.0,Senior,SME,Tier-2,5.0,0.0,0,1.0,168120,,2024-01-29,Contributed to open-source NLP repo,2024,1,2,29,1,Monday,2010-01-28 12:00:00,2010.0,1.0,28.0,1.0,Thursday,16.56,199,11-20 Years
35,Male,B.Sc,16.0,Mid,Enterprise,Tier-1,5.0,2.0,1,,173718,54.0,2024-06-07,Contributed to open-source NLP repo,2024,6,1,7,2,Friday,2008-06-07 00:00:00,2008.0,6.0,7.0,2.0,Saturday,18.21,219,11-20 Years
28,Female,B.Sc,,Mid,SME,Tier-3,3.0,1.0,0,0.0,79512,49.0,2023-12-21,Worked on microservices deployment,2023,12,1,21,4,Thursday,,,,,,,,,
25,Male,B.Sc,2.0,Mid,SME,Remote,5.0,2.0,0,6.0,71311,,2024-02-06,Built ML pipeline for preprocessing,2024,2,1,6,1,Tuesday,2022-02-05 12:00:00,2022.0,2.0,5.0,1.0,Saturday,4.54,54,3-5 Years
20,Male,B.Sc,0.0,Senior,Enterprise,Tier-2,5.0,0.0,0,6.0,58224,,2024-04-15,Worked on microservices deployment,2024,4,2,15,2,Monday,2024-04-15 00:00:00,2024.0,4.0,15.0,2.0,Monday,2.35,28,3-5 Years
26,Male,M.Sc,2.0,Senior,Enterprise,Tier-1,,1.0,1,1.0,124731,58.0,2024-10-13,No relevant project mentioned,2024,10,2,13,4,Sunday,2022-10-13 12:00:00,2022.0,10.0,13.0,4.0,Thursday,3.86,46,3-5 Years
29,Male,B.Sc,11.0,Mid,Startup,Tier-1,4.0,,0,3.0,138114,59.0,2023-10-14,No relevant project mentioned,2023,10,1,14,4,Saturday,2012-10-13 06:00:00,2012.0,10.0,13.0,4.0,Saturday,13.86,166,11-20 Years
24,Male,B.Sc,1.0,Senior,Enterprise,Tier-1,6.0,2.0,1,,97454,47.0,2023-10-10,Built ML pipeline for preprocessing,2023,10,2,10,4,Tuesday,2022-10-09 18:00:00,2022.0,10.0,9.0,4.0,Sunday,3.87,46,3-5 Years
29,Male,B.Sc,7.0,Junior,Enterprise,Tier-3,5.0,1.0,0,1.0,83541,,2024-06-16,Contributed to open-source NLP repo,2024,6,0,16,2,Sunday,2017-06-16 06:00:00,2017.0,6.0,16.0,2.0,Friday,9.18,110,6-10 Years
30,Male,M.Eng,10.0,Senior,Startup,Tier-1,8.0,0.0,0,1.0,152411,,2023-09-26,,2023,9,2,26,3,Tuesday,2013-09-25 12:00:00,2013.0,9.0,25.0,3.0,Wednesday,12.91,155,11-20 Years
29,Male,M.Sc,7.0,Junior,Startup,Tier-1,5.0,3.0,1,1.0,114668,49.0,2024-07-10,Built ML pipeline for preprocessing,2024,7,0,10,3,Wednesday,2017-07-10 06:00:00,2017.0,7.0,10.0,3.0,Monday,9.12,109,6-10 Years
26,Male,B.Sc,2.0,Junior,SME,Tier-1,2.0,0.0,0,1.0,59734,57.0,2024-11-17,Contributed to open-source NLP repo,2024,11,0,17,4,Sunday,2022-11-17 12:00:00,2022.0,11.0,17.0,4.0,Thursday,3.76,45,3-5 Years
31,Male,B.Sc+Cert,,Junior,SME,Remote,3.0,0.0,0,1.0,106725,50.0,2023-10-08,Built ML pipeline for preprocessing,2023,10,0,8,4,Sunday,,,,,,,,,
33,Male,B.Sc+Cert,,Lead,Enterprise,Tier-2,8.0,2.0,1,4.0,190527,68.0,2023-03-18,Worked on microservices deployment,2023,3,3,18,1,Saturday,,,,,,,,,
23,Male,B.Sc,0.0,Senior,Startup,Remote,9.0,1.0,0,1.0,50170,58.0,2024-12-10,Experience in data cleaning and ETL,2024,12,2,10,4,Tuesday,2024-12-10 00:00:00,2024.0,12.0,10.0,4.0,Tuesday,1.7,20,0-2 Years
38,Male,,18.0,Senior,SME,Tier-3,1.0,2.0,0,4.0,182311,69.0,2023-12-21,,2023,12,2,21,4,Thursday,2005-12-20 12:00:00,2005.0,12.0,20.0,4.0,Tuesday,20.67,248,20+ Years
